"-28",32
"-79",-32
"-16",-12
"-13",90
21,59
"-13",56
"-85",16
"-67",-6
3,0
42,-37
"-3",64
11,40
"-18",24
39,-44
"-10",32
40,79
"-5",65
"-23",-23
10,65
"-42",4
"-25",27
"-19",83
"-22",4
"-83",-62
39,7
"-22",-51
40,36
12,68
42,-39
21,37
"-35",-51
"-12",0
"-82",11
1,84
21,34
21,66
"-65",-1
23,85
12,34
"-81",-64
39,86
"-32",86
"-14",31
"-45",19
"-3",66
43,5
"-20",66
3,4
"-24",52
"-85",-16
17,61
6,31
10,-52
13,87
8,45
38,25
"-33",0
24,83
9,87
"-53",-51
"-12",28
42,49
6,-1
"-18",31
1,-4
"-22",19
"-25",51
24,54
10,48
9,35
"-26",49
"-44",62
9,88
"-8",-4
28,3
"-7",16
42,69
"-27",45
"-10",62
"-46",43
37,-43
25,28
44,-37
"-20",3
"-17",86
14,34
"-24",47
10,55
23,61
"-72",-32
"-25",40
8,65
"-85",-18
"-12",0
0,69
39,64
"-76",-23
26,1
"-49",60
"-1",4
9,23
"-86",-59
33,84
"-17",-10
23,-2
4,62
"-18",61
17,21
"-18",-8
"-21",3
"-16",59
"-19",-4
41,49
"-5",85
"-76",-21
"-42",74
"-4",57
37,37
40,39
14,20
5,-48
"-36",85
35,82
41,70
"-48",-51
"-32",1
"-12",53
8,1
"-5",59
7,38
"-8",20
"-50",-52
2,33
38,83
"-5",38
"-14",1
44,1
"-82",-24
44,38
"-65",-1
11,49
14,35
13,19
46,-2
37,72
"-42",64
"-22",85
24,34
"-2",85
29,50
40,21
"-20",-10
10,-1
"-80",10
"-27",53
"-19",-4
"-53",-52
"-22",51
"-16",53
"-46",9
"-44",18
"-20",-17
13,0
"-34",86
28,-48
"-42",28
"-42",53
18,-50
"-16",51
"-84",-23
3,88
45,35
8,-1
43,50
"-15",-26
7,21
33,85
"-12",-51
"-24",55
"-2",67
36,-46
"-45",34
"-68",-2
"-46",24
"-16",50
"-16",45
42,49
"-44",23
14,35
"-66",-3
40,35
"-25",37
"-11",-43
5,-52
"-67",-34
"-27",61
"-27",0
45,-33
"-16",52
"-26",46
"-41",76
10,57
"-42",71
"-43",19
19,27
"-7",84
39,60
43,-50
"-1",23
"-63",-87
45,85
"-85",-20
48,50
"-15",-52
38,82
"-17",43
27,17
"-17",63
23,48
"-25",82
22,87
"-24",59
"-75",-69
"-43",80
40,20
"-10",35
39,85
23,28
44,41
"-51",-48
"-64",-5
"-14",-24
35,-3
"-79",12
1,61
3,32
"-40",55
21,-49
19,36
21,20
"-47",19
22,24
13,-50
3,0
"-28",17
2,27
"-78",-25
2,85
2,17
39,82
"-25",61
"-51",-48
38,-40
0,31
47,6
29,5
"-41",37
"-7",27
"-65",-88
46,2
23,21
10,47
"-81",-73
"-24",5
"-75",-75
37,3
"-47",37
"-12",39
"-10",58
"-48",20
"-16",63
"-67",-82
40,70
"-25",48
12,60
19,5
"-23",-1
44,65
"-68",-37
21,29
6,1
38,56
17,-51
9,41
"-13",41
0,-50
"-91",-59
40,45
"-24",62
"-41",56
"-43",31
"-72",-27
12,26
17,-50
39,-40
"-79",-22
"-30",5
"-18",-8
"-7",88
21,52
"-35",0
43,26
"-6",83
"-33",88
"-29",83
"-17",-13
22,88
"-14",58
34,49
3,67
8,67
41,-34
38,32
39,13
19,55
"-10",34
"-41",81
"-41",7
"-43",78
"-35",91
"-60",-85
"-54",-49
10,43
"-20",85
"-42",50
"-68",-2
"-50",77
"-66",-4
"-17",-6
6,74
"-27",50
51,-31
"-10",54
40,24
27,0
42,64
"-64",2
"-30",89
"-4",-48
"-19",26
"-15",-25
"-8",32
"-44",45
14,3
"-18",82
"-16",-6
"-14",-12
38,31
10,22
36,40
41,47
44,21
"-65",4
48,-30
41,81
"-27",3
"-66",-3
"-68",-81
"-2",57
"-22",59
9,24
31,85
20,7
7,33
3,91
"-21",-12
29,-45
"-15",24
15,21
"-33",0
0,63
51,-32
"-45",30
43,40
"-17",-11
"-46",-1
"-21",-22
40,10
43,-29
15,68
"-22",64
"-39",83
"-50",29
"-43",0
"-23",86
40,15
"-80",-23
"-89",-64
"-80",15
"-8",85
2,23
24,86
"-11",29
"-43",33
"-40",77
8,48
"-43",-52
"-41",79
31,83
"-33",-53
49,-28
40,80
"-44",28
"-19",-4
"-84",-60
0,24
"-45",57
"-37",22
"-33",84
17,62
"-23",86
7,85
"-27",63
"-22",-50
"-45",52
43,77
39,10
43,-1
13,32
"-19",0
"-20",66
23,24
"-30",82
"-82",15
"-17",-19
3,32
5,-50
"-74",-70
"-5",23
"-88",-16
23,25
42,88
"-5",15
40,23
"-45",28
"-18",-48
"-17",0
12,61
"-43",4
37,0
17,62
"-46",-48
"-44",53
6,87
7,36
"-46",82
"-47",-48
"-17",67
14,61
41,18
"-23",56
41,30
26,-5
59,-27
35,82
"-5",71
"-85",18
"-21",18
"-3",28
11,23
43,69
27,-48
"-66",-32
6,-48
"-18",20
29,-48
8,34
"-19",85
3,63
41,57
38,1
"-26",47
"-67",3
"-19",-15
22,41
"-16",48
"-21",-11
"-41",77
2,32
"-21",-2
25,89
18,-50
"-41",67
12,53
12,79
41,2
"-18",-2
56,-28
"-15",-48
45,-1
22,22
"-38",-43
"-15",66
"-70",-1
"-21",36
8,0
39,55
41,58
"-43",35
21,-53
41,75
22,40
"-52",-53
38,15
"-18",-45
"-54",-52
"-77",-21
"-8",85
9,90
11,31
"-23",-49
6,-54
8,-47
0,34
"-29",89
15,85
"-42",1
"-11",55
"-19",-16
26,20
"-13",54
"-14",67
"-10",66
43,39
12,21
10,0
23,29
10,-46
"-52",-49
"-1",24
"-43",30
"-15",40
"-41",30
30,3
"-42",65
19,19
6,86
"-46",51
"-41",0
37,61
"-42",-53
41,46
"-19",-29
13,54
"-54",-51
"-24",2
"-45",60
11,61
"-47",-50
14,0
7,-46
27,83
30,-46
"-67",-79
"-15",20
"-22",48
"-30",84
34,2
20,45
41,85
"-26",35
"-67",-37
"-69",-39
"-18",-32
"-26",29
"-13",-51
"-35",-48
"-19",-27
"-17",65
"-73",-26
38,15
3,73
11,34
38,79
"-64",-5
14,3
39,23
"-27",46
"-27",36
"-25",-49
23,83
"-43",51
"-85",-15
"-52",63
"-43",34
"-11",0
31,-49
0,1
25,64
"-37",87
"-45",86
"-7",32
41,38
4,70
43,82
39,60
"-31",-48
46,36
42,87
"-22",1
"-19",41
42,78
38,85
"-45",59
"-40",85
"-29",-2
40,21
4,21
"-43",73
22,21
"-19",-9
"-21",84
"-5",24
"-77",9
"-84",-16
"-79",11
"-70",-80
"-63",-82
"-5",18
20,65
"-7",1
"-88",16
"-46",22
"-46",20
"-69",-80
43,8
"-31",-51
"-20",-50
21,64
3,91
"-41",-49
"-42",-51
43,56
20,65
"-25",-50
19,-48
"-15",55
26,42
35,-47
"-44",48
"-2",22
"-58",-81
27,-48
27,0
4,68
1,29
"-41",54
"-17",-10
"-85",-62
"-42",44
0,60
20,3
"-28",54
"-19",-23
"-25",22
44,70
"-20",-27
9,63
24,47
41,77
"-21",0
"-5",-49
43,76
47,42
"-87",-63
11,19
"-31",-52
2,-2
42,83
23,51
"-37",1
35,3
43,5
"-90",-58
16,19
"-3",22
"-25",-48
15,-47
"-73",2
"-18",-1
15,91
5,65
"-25",60
21,34
"-75",7
3,31
"-36",87
"-19",66
"-72",10
"-42",89
15,65
"-28",29
9,37
"-83",-15
20,23
"-10",87
"-70",9
"-48",9
"-90",-58
"-36",55
"-14",-47
19,62
2,3
42,-40
25,47
"-27",-1
13,88
"-38",3
"-26",67
"-22",25
"-17",-47
"-42",61
36,86
"-40",30
"-85",-21
1,5
"-38",-48
"-1",-49
39,28
44,32
52,-29
"-27",89
36,-3
39,48
"-5",84
40,48
"-11",34
"-11",55
8,35
17,85
35,6
"-84",-21
"-45",10
"-82",15
16,3
"-26",33
13,41
"-26",26
3,62
"-46",-46
"-44",17
"-39",52
"-45",30
"-47",19
18,26
"-65",-4
"-61",-41
"-42",55
26,48
16,86
"-76",9
13,32
"-21",27
13,30
"-26",42
18,21
"-41",7
22,49
"-7",29
13,-47
"-38",0
17,65
27,86
15,20
15,19
"-16",85
"-78",-26
42,2
38,39
"-85",-18
12,44
3,-45
41,18
"-14",43
"-19",-51
43,-37
42,36
10,-50
45,68
41,69
43,5
"-5",0
"-19",-46
40,3
"-41",39
11,6
"-25",51
16,62
31,-47
"-28",5
"-52",-50
"-5",56
"-68",-33
"-24",48
29,-46
32,8
"-44",39
"-32",87
"-60",-45
"-38",91
"-41",9
"-76",11
41,53
38,13
"-34",-49
21,29
11,57
"-10",53
"-4",56
"-46",15
"-14",-26
14,51
19,53
"-19",-8
"-10",0
"-43",37
"-58",5
"-45",81
"-76",-70
"-16",82
"-2",21
"-69",-82
1,-52
32,-3
46,5
"-9",41
19,21
1,86
6,68
"-43",37
"-10",-50
"-71",-3
"-44",39
"-65",7
"-29",89
20,19
40,87
35,-44
"-3",56
44,85
40,12
"-79",8
"-70",-29
9,52
"-47",59
41,70
4,31
2,-46
"-53",-48
"-17",88
"-16",-16
57,-29
46,-35
"-89",-22
"-75",-29
"-27",87
"-26",3
"-41",81
"-45",25
"-90",-17
"-7",-49
22,32
"-43",-46
41,27
"-27",81
7,61
3,6
44,76
5,34
"-41",82
2,21
41,81
5,66
"-46",21
22,60
"-7",-5
40,55
43,42
23,51
"-7",18
11,88
"-19",26
"-65",-5
44,50
"-45",1
"-43",78
19,54
1,57
"-4",59
25,39
"-2",67
"-40",62
"-42",66
40,36
"-24",47
"-81",-67
"-48",-47
10,36
19,63
"-19",-46
5,67
"-23",53
"-3",86
4,-1
3,33
"-42",53
"-3",28
14,83
2,83
"-22",61
22,40
"-38",-50
1,-50
"-44",2
"-22",6
"-28",86
58,-30
17,23
22,51
"-36",-50
26,37
"-43",17
28,-47
"-43",34
11,53
"-48",58
"-64",-45
"-12",32
23,22
12,51
17,22
31,82
"-35",-1
30,1
42,60
23,84
43,23
"-43",10
"-63",-82
"-74",-67
"-43",4
"-24",58
"-10",35
41,26
"-26",54
6,23
"-78",-22
"-40",0
"-22",-22
6,-49
6,-49
3,20
"-19",-53
8,37
"-85",18
"-37",2
40,-39
"-45",42
6,20
13,3
3,24
38,28
"-4",23
39,20
"-44",83
"-41",19
40,68
1,6
3,-2
27,1
"-74",3
"-60",-85
"-81",12
"-88",-55
25,3
19,6
"-64",-5
13,86
"-9",62
"-56",-55
9,63
"-44",62
15,64
"-20",-46
39,22
"-45",-48
"-20",26
"-33",-49
"-11",33
"-67",5
10,41
"-65",-43
52,-27
"-18",0
43,-38
6,42
"-27",42
"-29",87
"-18",-32
"-83",-63
"-5",18
"-14",-43
"-40",62
"-6",-49
25,19
"-12",34
21,47
"-9",32
"-37",90
1,56
"-22",3
19,66
"-7",23
"-36",8
37,85
18,34
"-63",-35
"-24",44
"-69",-37
11,87
14,1
21,38
"-44",17
41,39
23,28
"-43",80
"-14",43
22,63
"-12",-47
"-14",28
"-4",-54
53,-26
23,29
"-65",-35
"-61",-81
"-45",5
"-32",-51
"-21",-26
36,38
"-27",32
"-92",-56
26,-48
"-2",25
"-76",-72
50,83
45,1
40,35
"-19",-17
"-24",63
20,35
22,54
28,-51
42,31
"-42",58
"-37",88
42,6
"-9",-1
"-10",69
"-19",-11
1,83
"-32",-48
"-28",-45
"-12",29
54,-28
"-12",-50
"-42",23
"-48",-1
"-45",22
20,61
0,55
40,-35
42,42
"-75",-71
"-34",7
"-42",2
10,50
"-20",65
"-44",-54
"-8",-49
"-13",64
21,26
"-3",17
"-69",-80
42,35
6,57
"-14",63
43,86
40,44
"-12",20
"-26",3
18,24
22,84
0,-49
"-52",-51
"-81",-62
7,2
"-35",2
40,8
"-43",59
"-38",1
"-6",57
44,87
"-43",79
"-45",16
45,-28
"-43",4
"-32",-54
"-19",30
26,37
"-21",46
31,-52
"-68",-3
"-13",35
"-45",70
"-46",-48
"-44",-44
"-45",23
35,1
12,61
23,61
"-25",27
"-29",34
"-27",89
14,89
9,60
"-15",17
"-14",-44
"-14",29
"-42",-49
"-18",-9
41,-34
1,2
"-85",-12
"-25",58
"-80",-72
"-63",0
"-21",57
48,45
"-47",68
19,2
"-23",17
"-32",3
"-13",-53
22,-51
37,-1
20,25
2,-51
"-19",-25
42,41
18,3
24,36
"-12",31
"-21",20
12,35
"-11",1
"-25",6
"-24",58
"-11",57
14,32
"-12",62
39,45
"-11",32
"-44",61
45,1
6,54
"-70",-74
31,84
"-27",83
"-57",-45
7,18
35,83
21,-48
"-12",20
9,48
"-18",-10
40,75
"-16",18
4,-52
24,53
2,69
14,21
"-36",87
"-15",54
"-29",90
"-85",16
"-43",32
"-62",-41
"-13",38
2,20
22,84
"-7",87
38,84
9,18
"-10",57
"-22",25
23,67
19,63
"-46",21
"-69",-38
29,82
22,2
"-42",-50
0,55
24,84
53,-30
"-44",25
39,4
"-18",83
"-74",-75
11,21
"-20",45
"-25",32
40,-40
25,83
"-75",-21
42,79
6,63
44,74
"-60",-45
"-45",-49
"-62",-42
"-5",20
"-79",-71
13,29
"-19",-25
"-3",18
"-19",-23
43,-1
"-28",52
"-4",54
"-14",29
14,63
40,45
"-43",-48
21,31
"-18",85
20,66
"-23",4
"-44",65
"-45",25
"-27",86
"-4",4
6,35
48,-28
9,-1
"-46",82
"-79",-63
12,62
"-11",-50
"-11",30
"-71",4
"-81",-59
2,57
"-1",22
7,-50
3,2
41,1
10,0
10,36
15,86
"-16",46
"-25",35
"-39",54
"-15",23
21,46
11,31
"-7",58
"-19",-51
23,66
14,89
"-34",-1
"-15",87
44,35
"-37",-50
"-35",92
"-30",-46
39,27
16,57
"-17",38
"-25",50
8,48
"-42",30
"-87",-16
"-25",3
20,28
40,19
"-75",-67
24,0
"-66",-33
"-33",88
"-63",-81
29,22
3,37
"-23",65
46,40
"-27",38
"-24",63
"-35",88
38,88
"-41",87
"-42",48
24,89
"-15",18
"-15",53
"-9",3
"-12",57
"-42",7
"-7",69
"-44",15
12,47
"-7",60
"-87",-14
34,-46
"-8",2
"-40",68
"-45",85
"-35",-48
"-42",-50
"-22",52
"-27",-47
"-10",-46
35,-45
"-90",-58
44,-36
"-4",57
18,-54
"-27",35
"-5",1
"-34",-48
3,22
43,70
21,82
5,55
"-15",29
21,66
"-76",8
"-69",-38
41,43
0,0
"-38",-49
"-59",-41
"-8",53
"-31",5
"-49",29
3,88
"-5",29
10,88
2,90
36,26
"-64",-42
"-12",28
"-20",23
"-8",35
48,18
18,61
"-16",19
24,28
20,26
6,32
43,-34
"-76",-33
24,44
"-85",-65
"-3",54
1,19
"-32",5
"-45",26
44,-34
31,81
24,84
"-27",53
19,-50
"-15",45
37,86
"-46",30
"-22",27
"-69",-76
"-15",41
"-41",-48
7,65
"-19",-21
"-25",63
"-13",23
"-28",52
"-72",1
22,36
30,80
"-25",33
"-23",-47
3,83
23,-3
"-47",38
"-4",2
18,49
8,26
"-45",4
"-24",1
42,-41
23,58
"-36",3
"-5",-48
"-28",40
43,37
2,1
45,6
"-88",-12
10,50
"-42",41
"-25",40
"-39",67
"-2",56
44,65
29,1
2,3
20,27
41,58
"-26",35
"-45",53
8,38
"-25",60
"-77",-30
39,19
40,58
9,21
16,-2
"-26",83
44,11
42,-2
"-10",31
14,63
"-29",1
"-7",-51
21,17
"-22",-11
41,83
"-89",-12
"-42",24
"-41",79
"-42",5
11,53
"-29",87
12,-51
"-4",59
"-37",-2
"-15",30
43,9
"-8",22
32,4
"-26",26
"-19",-26
"-17",53
10,36
"-20",55
"-75",-70
0,71
"-18",-17
"-9",1
"-10",-45
25,0
"-88",-21
14,86
"-17",-12
"-11",38
"-87",21
"-43",-46
2,-51
38,78
"-11",71
18,-49
"-84",-62
42,36
5,46
"-41",-51
23,39
11,48
8,22
0,72
13,33
6,42
29,3
2,-51
"-79",21
"-42",-48
42,81
"-74",-21
"-35",77
23,37
"-2",65
40,52
41,6
"-9",54
43,8
"-13",-45
"-3",66
30,-50
"-68",-33
44,41
7,85
"-47",5
"-19",28
"-31",85
"-18",-16
"-43",47
24,-46
13,-50
11,3
22,54
"-48",81
"-12",1
"-37",81
"-77",-30
12,46
"-18",86
"-55",-48
7,43
40,85
40,0
"-21",33
"-15",57
"-8",33
9,40
26,-48
13,28
39,72
"-8",86
6,51
27,91
"-90",-18
"-22",57
41,84
"-43",56
38,82
31,83
"-7",20
"-12",34
26,51
"-11",63
22,37
15,65
"-11",23
"-1",64
"-37",1
"-17",-15
"-18",24
"-18",44
"-40",-48
44,86
"-27",-49
"-27",35
"-23",23
7,22
"-41",79
44,11
"-8",69
"-21",66
"-13",18
"-45",35
"-22",65
"-48",24
"-5",5
5,20
4,32
41,23
5,50
22,85
27,-45
"-15",22
"-21",90
"-59",-79
"-5",66
"-9",21
"-89",-16
"-85",-60
23,85
41,68
"-53",-51
"-47",70
"-15",-46
7,48
"-70",-1
33,87
12,84
5,18
1,65
"-84",18
"-42",1
"-16",88
41,65
43,35
23,-4
42,81
22,49
"-43",45
"-47",25
"-66",6
"-22",38
"-68",-41
3,-2
"-23",4
"-41",4
"-77",11
23,15
27,-47
41,85
"-83",17
"-30",6
6,67
6,65
"-44",87
8,45
36,85
"-4",30
41,40
"-43",55
"-45",44
39,37
"-46",82
49,-27
"-40",43
"-90",-59
2,86
"-31",3
"-43",73
"-14",63
"-14",-10
"-42",59
40,25
"-16",-7
22,66
19,-48
"-17",-20
"-43",43
40,80
"-9",-48
"-23",41
20,30
"-17",-19
"-24",62
"-28",-51
26,83
"-78",-28
"-11",58
"-77",-33
24,49
"-12",29
6,45
15,48
"-2",1
17,-45
"-78",8
3,-54
24,-49
"-29",52
16,85
"-55",-48
"-40",63
17,1
"-22",52
43,10
0,20
"-43",-51
"-81",-21
"-88",-18
18,28
"-41",8
"-24",36
"-42",27
"-44",3
"-11",68
19,85
"-13",41
"-19",-7
37,86
"-45",60
6,23
13,-52
"-63",-84
"-29",4
4,-4
38,51
"-79",-30
"-22",55
26,-48
7,49
22,51
44,65
"-45",55
24,39
40,29
"-30",29
"-31",91
39,63
17,82
"-42",13
2,86
"-19",-16
"-41",80
"-44",17
23,36
24,87
39,-50
44,3
"-24",51
3,-49
"-1",23
"-15",22
33,-42
"-40",91
"-15",-17
"-42",17
"-38",8
3,32
"-44",77
"-54",-44
"-2",66
41,53
"-14",1
"-25",48
"-42",82
"-25",30
"-85",15
"-7",81
"-61",-39
"-45",35
4,3
10,64
37,15
"-29",16
"-6",56
"-11",68
"-19",45
4,67
"-15",-9
39,72
35,0
"-35",-49
"-2",5
"-85",15
39,76
"-23",17
19,33
"-7",-50
41,57
"-76",-75
40,34
"-49",-47
20,1
"-2",4
"-55",-53
"-88",-22
0,67
27,2
"-25",37
41,58
5,22
"-32",-44
3,85
"-31",-1
43,-34
24,35
24,24
"-5",81
"-26",18
"-15",-50
17,-48
"-2",56
14,61
4,63
34,26
23,33
22,-3
"-13",28
"-14",4
"-62",-84
13,43
"-20",67
14,58
46,-33
40,9
41,5
44,48
"-10",35
14,2
"-87",-13
"-47",-52
"-9",69
"-44",54
1,22
"-80",-67
"-17",44
24,87
5,42
"-14",48
37,50
10,-4
15,20
23,1
4,8
"-45",20
"-44",60
"-18",-17
"-24",48
"-92",-60
"-22",3
"-36",6
"-22",66
"-11",35
"-13",2
22,29
41,78
33,83
"-22",-23
"-86",-11
"-47",26
1,-45
0,31
18,19
42,87
21,2
"-19",-23
"-40",-50
14,20
"-70",-35
"-44",28
"-29",1
"-69",1
"-3",58
"-20",-20
18,90
23,84
21,20
"-47",11
2,-50
"-16",-4
"-73",-70
14,58
45,4
"-79",-69
22,42
"-46",3
"-42",-51
"-4",26
40,85
"-44",11
"-31",85
"-5",2
18,0
23,29
"-58",-39
"-24",-53
"-60",-88
6,49
12,64
"-45",63
17,85
"-13",64
"-17",-23
12,47
"-1",85
"-44",20
44,1
"-39",66
"-2",30
"-17",52
"-17",-20
5,1
"-73",-22
41,79
"-81",-71
"-69",6
"-20",88
20,64
"-42",32
1,19
"-22",86
"-15",35
3,31
24,56
25,39
"-27",23
"-40",38
"-32",-51
"-18",63
"-47",22
3,67
48,-36
"-86",-17
"-3",20
"-10",70
"-14",66
"-31",-50
5,92
22,38
45,31
24,52
"-53",-49
7,52
13,56
34,-49
51,-26
"-19",-26
33,1
"-21",-1
"-26",50
18,22
0,91
12,59
"-41",83
29,-45
"-42",4
"-24",2
"-11",32
"-23",39
14,19
"-24",85
11,28
"-51",-49
6,48
"-23",-28
4,17
"-1",22
"-3",-52
12,34
"-69",-82
"-33",82
"-7",30
"-7",28
"-45",-46
"-39",49
"-1",-49
43,85
"-28",1
"-11",-5
"-42",0
20,-51
31,-47
18,19
"-31",84
12,65
"-19",-1
42,44
20,-53
0,22
"-17",31
"-24",59
"-15",45
"-12",-2
"-1",-48
45,23
41,21
31,-52
30,2
"-2",88
"-53",-45
"-24",34
"-22",-11
"-42",47
24,36
42,64
"-13",38
"-10",36
45,53
54,-31
47,86
12,62
23,19
46,43
"-18",-15
34,1
"-47",84
"-20",21
"-42",85
41,75
24,16
40,18
"-30",-50
"-25",8
5,31
"-58",-39
"-10",20
"-24",52
"-10",-48
41,81
"-8",55
36,26
"-26",-44
"-80",-65
35,26
"-60",-86
"-10",70
10,31
28,-46
"-26",30
15,34
"-21",63
5,33
38,-2
"-33",6
"-7",70
13,65
15,87
2,21
40,16
"-55",-40
"-47",10
"-19",2
26,-50
"-21",89
21,61
6,6
"-43",65
"-18",1
"-6",85
"-74",-73
25,-48
13,87
37,-48
"-8",68
39,14
36,84
42,35
22,85
21,22
"-27",35
23,38
"-14",-10
20,40
"-24",64
42,8
"-46",60
39,61
"-18",64
"-35",-1
40,-49
25,34
49,51
0,56
3,22
43,14
47,44
42,49
"-15",26
"-44",64
34,89
22,72
"-17",70
19,-50
9,26
24,40
"-26",60
6,25
23,88
0,24
0,-53
8,69
"-79",7
"-32",83
"-44",80
"-21",-10
30,85
7,86
12,-52
"-27",36
"-79",-63
40,-36
"-88",-61
40,-38
"-6",21
5,4
4,33
41,66
"-72",3
20,85
"-27",28
"-16",59
"-12",5
8,4
21,63
23,81
22,24
"-19",86
"-71",-30
13,56
43,55
"-76",4
"-7",55
"-44",90
"-41",73
"-69",3
44,85
"-55",-46
14,67
23,38
"-10",41
"-19",-12
34,3
8,30
"-41",-43
8,34
38,-3
22,54
26,29
38,78
"-40",88
"-69",-1
"-43",55
1,64
"-16",-2
42,-2
"-66",-75
"-2",54
13,31
"-3",31
"-44",20
22,49
"-13",-42
"-46",13
"-22",65
"-25",27
"-42",21
0,-49
2,67
"-19",16
"-80",8
"-45",43
"-16",43
"-91",-59
"-43",57
33,2
40,0
"-15",-8
7,69
"-5",-3
"-81",11
"-44",51
"-73",-32
14,20
"-24",58
"-1",4
"-45",0
"-32",2
31,85
"-44",24
"-13",54
42,27
20,17
"-13",5
"-9",-43
19,87
44,34
"-36",-1
"-11",68
42,71
15,23
19,61
"-60",-45
13,86
"-18",-32
"-6",28
46,-40
2,33
"-86",-21
38,17
"-25",-47
"-13",-1
38,59
"-78",-32
"-62",-83
16,56
"-85",-11
40,52
"-6",18
11,-49
"-9",39
23,49
"-15",-18
"-41",33
"-30",85
36,-46
"-45",75
46,5
41,7
37,21
"-18",42
"-54",-50
25,43
"-44",6
"-2",60
"-19",43
"-78",12
25,84
7,86
"-91",-61
13,33
11,22
22,27
"-74",-34
43,18
2,88
"-87",-22
3,-3
42,58
39,86
25,0
39,57
"-24",67
"-63",-44
"-15",84
"-81",-61
"-30",-51
"-25",66
