x,y
"-48",19
"-3",4
"-26",63
"-3",-45
"-31",15
29,59
7,24
49,22
"-60",35
1,47
"-1",6
"-55",17
11,18
18,64
0,-11
52,29
54,25
"-42",58
"-11",64
9,70
"-62",24
3,4
15,24
0,64
"-59",50
"-61",53
"-2",-2
"-41",22
63,62
"-66",23
"-12",20
0,76
5,-28
"-35",60
"-63",62
"-40",68
29,63
"-5",63
"-51",45
"-56",57
"-28",20
"-46",25
0,45
2,-43
"-35",20
"-2",19
0,25
45,61
25,20
56,62
33,19
66,43
"-4",-45
2,64
"-33",65
2,33
"-3",50
"-3",12
"-60",64
"-47",57
41,23
2,6
"-1",-7
1,-32
"-15",19
2,-5
0,-4
25,18
"-2",53
"-2",61
2,11
1,-24
18,59
"-10",58
"-59",62
63,28
58,28
"-62",28
58,62
61,45
59,39
64,20
"-1",18
2,51
48,61
"-61",64
"-44",23
"-61",53
62,53
2,74
"-34",20
2,21
"-50",22
42,24
63,22
"-60",62
35,22
"-55",29
11,60
"-4",52
"-1",-1
3,35
"-40",60
1,-12
61,42
"-3",52
58,59
"-51",22
29,58
16,64
26,62
"-2",74
"-23",23
"-51",63
"-1",-43
34,58
"-1",25
4,23
"-28",61
"-6",60
6,19
"-21",23
32,61
34,61
0,63
"-43",21
0,29
"-2",-30
"-2",38
1,19
1,36
2,-18
"-4",60
66,26
60,29
"-57",37
"-3",43
"-3",32
3,28
1,21
"-2",-26
9,17
40,25
"-1",8
"-58",55
"-53",64
"-8",24
"-54",30
"-58",56
33,65
26,24
57,59
"-59",45
61,48
"-54",39
"-1",-7
59,36
"-27",22
4,-19
"-39",20
5,68
"-61",65
"-8",61
"-60",45
56,65
"-2",-35
55,58
"-47",58
"-13",19
58,20
"-42",64
5,-32
6,-38
0,-38
0,80
"-19",23
53,22
60,52
1,9
13,63
"-37",62
"-57",22
"-5",61
"-31",58
"-2",64
62,38
"-4",53
7,20
1,81
4,-31
54,21
64,63
36,19
2,0
62,27
"-61",61
21,21
62,28
63,52
52,58
60,36
9,-28
"-10",60
60,49
63,21
63,51
0,-40
8,-16
62,57
"-60",64
"-60",35
9,68
"-11",65
13,61
"-57",36
15,20
51,60
39,61
"-39",65
5,-29
56,24
6,64
65,30
0,33
"-3",25
44,60
"-1",-33
"-33",27
"-26",61
58,26
1,-5
2,65
0,73
"-60",30
53,20
4,65
3,-6
0,-38
"-60",60
5,53
60,63
55,62
"-22",61
43,19
"-59",56
61,51
60,36
46,60
"-48",61
"-56",41
"-7",17
2,58
3,61
63,30
2,29
"-51",61
1,47
14,63
0,17
"-2",-27
"-57",45
"-31",62
61,51
"-47",61
"-57",62
0,65
"-22",67
38,64
"-1",21
60,51
37,60
60,51
3,20
44,21
4,24
4,31
"-4",51
2,15
"-1",33
"-2",51
17,23
"-57",36
"-29",24
"-60",52
49,25
60,59
"-1",10
"-28",57
"-24",22
44,21
"-22",63
"-57",23
"-58",57
54,26
"-2",24
"-62",29
1,3
"-27",60
0,41
"-55",58
40,20
1,0
"-52",21
1,58
0,35
"-15",19
"-8",59
50,21
56,62
60,39
1,-19
"-62",28
42,27
"-58",25
6,20
8,64
19,22
"-1",73
"-57",51
62,35
"-10",64
56,67
1,-30
"-14",58
"-35",60
"-31",57
"-61",33
"-43",59
5,-26
"-1",8
"-9",19
"-62",59
10,60
61,18
"-38",22
"-33",20
"-5",60
40,20
5,60
"-56",52
1,64
57,63
"-53",54
21,65
"-35",63
49,18
35,61
"-57",30
58,63
4,72
"-61",58
58,64
52,61
4,0
37,24
"-2",53
0,74
3,-29
63,28
58,61
16,17
"-49",18
"-6",65
0,35
2,8
"-3",60
0,78
"-47",57
"-44",22
"-12",23
62,50
"-57",41
32,24
3,26
36,18
"-31",64
40,58
20,23
"-26",60
"-57",47
"-1",76
"-2",62
4,31
"-3",63
"-43",57
37,18
"-20",23
57,37
"-6",-30
36,62
4,-42
"-44",65
38,61
"-21",61
0,50
64,28
39,61
"-1",44
63,55
60,57
"-42",22
15,17
65,52
20,25
4,36
0,34
"-4",65
"-57",21
"-55",54
0,20
23,63
"-61",59
61,61
20,20
9,-10
40,22
60,47
54,58
38,20
39,19
18,17
"-62",29
26,59
19,58
"-59",17
41,25
50,20
63,47
"-53",18
62,54
62,29
"-45",19
18,24
"-21",24
3,-18
"-2",-12
26,24
0,-5
"-56",54
3,45
5,62
62,60
"-18",61
"-53",64
13,22
58,28
"-24",63
5,25
"-3",72
41,22
0,64
60,60
61,58
60,61
17,18
"-20",24
0,73
"-2",20
3,15
29,25
2,-5
"-55",49
"-44",60
"-62",45
36,61
2,21
"-1",54
55,60
"-1",-27
"-53",20
64,43
61,40
45,23
5,31
56,55
2,27
"-1",-44
7,23
"-8",15
30,22
"-2",-41
"-60",28
"-43",22
2,16
2,42
"-6",20
62,45
"-59",28
"-2",68
"-10",60
0,37
"-7",20
61,27
"-4",-28
"-24",64
61,65
3,-27
"-61",62
68,27
32,63
"-4",50
"-5",12
4,-21
"-12",63
55,63
"-2",50
"-1",-6
8,60
"-12",16
"-2",24
61,55
0,9
62,55
40,65
"-1",-2
61,55
63,62
41,23
18,18
59,23
11,58
2,13
"-2",-28
1,81
27,23
0,29
"-55",30
0,22
"-7",22
"-6",21
"-8",61
"-10",18
47,62
"-55",20
3,-27
"-41",21
60,30
"-5",24
26,23
"-53",60
26,59
39,18
"-40",25
"-12",58
"-4",81
40,27
19,21
11,24
"-18",62
"-23",19
"-52",19
55,20
9,60
"-48",62
"-39",24
39,59
33,21
"-30",60
"-51",24
"-43",58
"-22",22
"-29",58
6,61
14,23
62,59
"-29",21
0,40
"-59",57
"-1",-21
0,-8
"-1",66
39,19
"-13",61
"-56",22
61,35
"-27",62
"-2",67
20,59
"-2",27
59,33
64,54
58,32
"-43",27
"-56",45
28,23
30,60
66,32
10,20
"-50",60
27,22
61,41
"-54",24
33,59
5,12
4,65
"-60",48
0,-44
12,59
"-62",61
63,28
"-64",21
6,61
14,21
29,65
20,24
"-25",58
0,25
"-66",28
57,65
2,17
"-4",65
55,60
42,23
64,54
0,54
"-20",17
67,26
"-19",19
"-20",60
"-2",21
3,40
4,43
60,35
"-11",64
2,12
33,20
39,62
0,5
2,-24
18,20
"-2",51
"-55",54
"-13",20
"-24",24
0,63
5,-2
1,46
"-50",60
59,56
0,18
"-57",59
10,-14
0,5
"-2",-5
"-35",14
"-5",-45
"-39",62
60,35
"-53",16
"-1",73
14,63
"-1",3
"-2",-27
"-61",62
0,75
"-28",61
"-1",-4
5,83
65,31
61,50
12,60
"-11",21
25,61
"-42",23
2,31
61,65
49,61
"-1",0
"-4",-32
60,39
"-41",59
57,34
"-56",22
"-1",18
42,24
"-26",61
"-34",16
61,48
"-58",38
23,26
59,47
60,34
63,42
28,62
"-23",25
"-27",57
"-9",58
2,68
4,17
"-54",33
57,61
59,62
"-39",63
60,33
65,31
5,57
"-3",-10
4,-26
"-13",63
"-17",60
"-39",68
"-23",64
5,63
"-61",26
56,23
9,-11
"-57",48
54,29
"-1",12
60,20
"-57",54
"-30",22
19,23
28,65
16,19
0,55
11,18
"-1",-28
49,60
59,28
0,-30
33,22
49,60
58,61
"-4",50
"-5",19
62,58
"-4",16
"-25",24
"-2",-13
1,76
"-13",63
1,-42
25,64
0,80
"-21",62
64,40
"-18",20
"-60",36
"-61",45
2,55
1,13
1,-22
"-56",49
"-1",-39
4,31
"-20",66
"-4",20
"-47",19
0,-45
0,24
"-15",18
"-58",32
2,41
"-54",48
59,29
7,60
1,-43
"-3",78
"-1",13
"-60",27
18,24
3,78
"-56",45
2,-5
0,80
61,36
12,59
"-61",54
4,35
1,37
53,23
"-5",66
"-5",60
50,61
10,58
"-59",49
"-40",17
"-2",63
"-57",43
0,75
"-2",-24
1,20
"-44",59
"-2",33
3,48
41,23
24,60
"-10",25
7,58
"-7",65
"-37",19
"-2",43
"-57",17
56,61
0,55
12,23
"-25",24
19,21
59,16
5,22
"-13",64
"-57",41
"-57",42
3,-12
"-58",21
63,45
0,-5
"-57",49
58,62
4,60
2,-32
"-2",81
63,19
2,46
"-59",34
18,24
60,61
1,-25
9,-13
1,-4
"-26",58
19,26
"-17",21
"-46",22
1,-8
54,27
39,63
"-60",25
"-9",23
13,60
0,-33
29,23
53,22
4,50
36,22
34,60
6,-14
"-2",19
22,60
30,21
"-46",61
3,32
1,80
"-3",-43
"-45",58
"-55",59
"-23",62
"-54",62
35,60
59,54
"-57",55
3,-22
14,20
58,60
57,61
44,27
1,55
"-42",62
"-6",64
"-9",62
1,20
9,68
20,64
"-51",61
29,20
"-41",20
"-3",11
"-16",19
4,14
"-63",34
0,65
62,35
61,37
1,25
26,21
"-11",65
"-3",61
0,80
39,21
1,-9
62,48
6,-28
28,64
6,62
4,16
"-3",68
48,62
59,63
"-25",18
10,60
"-53",31
1,-2
66,43
4,-19
58,38
6,51
"-4",-4
"-5",20
"-35",24
"-38",19
2,65
38,19
1,35
"-59",40
"-58",59
"-5",18
42,21
0,78
"-56",51
2,63
0,37
51,19
"-3",-43
3,-40
"-54",59
"-61",63
6,61
36,58
0,46
"-2",22
35,20
"-15",17
0,0
25,60
"-44",59
16,61
30,21
"-4",58
13,62
"-62",63
29,64
"-38",60
33,19
9,20
14,28
2,60
62,60
"-3",56
1,-34
"-28",60
45,60
7,64
0,20
58,25
"-51",18
"-1",-34
36,60
"-63",60
63,46
61,40
15,20
"-31",65
"-38",18
53,59
"-47",23
21,61
"-12",19
28,24
63,53
30,21
"-24",66
"-22",66
27,23
5,33
"-35",18
11,57
47,62
60,19
"-6",62
"-1",78
"-60",27
"-57",24
2,67
45,21
0,10
2,67
68,58
"-4",-11
"-51",62
"-1",-4
"-3",-41
"-17",20
1,54
"-55",26
"-5",20
"-60",31
"-15",60
"-7",21
5,35
"-55",19
"-24",62
60,36
42,18
"-42",19
66,52
"-26",22
"-55",31
"-54",58
"-2",9
"-28",61
"-58",29
45,63
60,47
"-61",45
58,50
53,63
"-55",61
3,75
"-61",53
"-55",20
39,19
6,-44
0,-10
61,30
55,60
21,62
2,63
60,60
"-27",20
60,61
26,62
1,30
65,20
"-3",39
48,22
"-53",63
43,64
"-2",62
14,62
52,56
64,65
"-3",14
62,24
4,9
"-61",42
"-53",64
"-3",63
5,-19
65,59
"-12",19
64,48
3,-30
"-57",43
0,30
"-36",18
39,20
28,21
64,47
48,21
34,63
7,-17
62,19
"-4",64
"-33",17
"-26",59
"-20",23
61,56
3,68
"-2",16
17,24
42,21
"-46",57
30,20
"-3",20
"-9",23
"-34",15
"-39",64
1,81
"-1",70
52,20
"-10",24
0,61
3,-26
"-1",53
61,34
18,21
"-54",17
"-49",63
"-56",26
"-40",20
0,53
"-6",62
18,23
0,15
36,63
0,27
"-55",48
6,-39
0,-2
"-60",20
"-65",65
"-20",20
"-57",29
"-55",60
4,-43
18,24
"-3",-7
44,62
"-23",25
19,23
29,26
"-45",20
"-49",64
40,60
0,0
1,-35
25,62
4,-2
"-25",60
"-63",35
10,60
58,57
6,-25
"-1",76
62,39
13,21
2,-17
"-10",21
"-47",22
62,46
"-21",65
"-2",56
3,-10
"-2",36
56,64
"-25",21
65,59
4,-30
54,63
"-60",55
10,21
26,62
61,35
"-3",17
"-1",-8
0,9
"-27",62
2,19
63,45
"-34",21
62,62
"-21",63
64,22
44,64
0,18
58,36
58,27
"-45",19
20,24
"-6",24
"-1",1
6,64
"-42",20
63,51
"-42",22
9,68
"-4",22
1,77
"-11",60
9,21
18,22
9,59
4,23
"-2",-33
"-11",19
"-3",-30
15,22
53,64
51,60
0,-43
2,83
"-11",64
31,23
"-61",54
"-62",47
"-22",61
20,21
"-20",20
"-7",19
"-30",20
4,-16
28,23
"-8",16
"-61",36
11,24
"-40",64
"-23",56
"-62",61
"-40",60
"-58",49
"-20",21
"-3",49
3,79
"-38",16
"-19",22
0,20
41,25
"-3",-3
"-32",16
"-23",20
3,67
"-1",24
2,-12
4,-32
"-59",22
0,66
"-3",7
2,27
"-50",18
5,20
18,21
62,39
58,21
24,60
"-61",59
1,-8
0,7
62,60
"-10",20
56,60
17,17
66,26
0,0
5,60
50,59
"-23",19
60,25
"-20",62
"-61",29
"-1",80
63,28
"-45",60
51,24
25,29
1,-17
61,48
"-14",63
37,19
"-5",8
1,20
57,64
"-2",-10
"-7",61
23,16
21,61
2,9
37,63
2,81
6,66
"-27",24
"-61",58
"-2",53
"-43",18
"-3",31
56,59
"-13",65
"-55",39
"-58",51
"-4",-11
"-55",19
0,10
31,64
40,17
"-55",42
51,20
"-41",20
33,66
62,40
"-53",65
2,-37
"-1",20
"-55",21
"-20",17
38,64
"-53",57
58,39
"-60",30
"-19",18
"-1",17
1,50
1,-39
22,22
56,25
"-51",61
40,21
"-38",67
30,20
3,29
21,59
19,62
"-45",58
3,54
2,23
"-60",42
2,-41
64,57
59,41
"-61",15
"-59",60
"-5",20
0,10
"-2",-10
2,24
0,70
"-35",21
5,71
"-57",21
1,52
2,-4
3,-43
37,61
57,18
"-17",60
"-57",49
"-5",55
3,53
47,20
"-3",-27
"-52",18
2,40
13,22
"-61",26
"-42",60
0,48
"-1",69
2,25
"-58",36
3,47
48,62
68,24
63,23
0,60
"-30",16
60,60
60,20
6,60
"-2",-41
55,19
0,75
0,-43
1,-20
61,40
"-60",55
13,59
3,15
"-22",22
4,59
"-41",62
"-58",49
"-1",63
50,62
"-43",24
3,-17
"-62",59
"-20",63
"-28",61
"-43",58
33,62
23,60
"-2",-31
12,23
"-1",61
"-11",63
43,65
"-3",69
"-60",53
63,53
"-60",57
"-7",59
"-1",-10
"-11",18
3,-33
"-64",59
19,21
"-52",17
"-14",18
0,82
43,22
"-23",25
38,62
11,63
63,52
4,-7
52,27
"-2",19
1,27
"-59",61
"-33",62
"-3",18
"-2",28
"-64",29
2,55
0,44
61,27
"-38",60
"-7",61
"-60",39
4,11
29,21
"-37",61
45,62
"-32",22
1,62
"-54",63
59,49
"-42",24
53,62
0,43
2,16
"-57",56
62,41
"-51",59
"-58",41
36,60
8,57
60,57
"-32",62
"-1",15
"-49",64
30,60
0,-20
"-63",51
2,-23
12,21
1,-34
6,19
1,11
2,-10
20,60
62,54
"-57",60
"-2",76
1,4
"-5",19
40,20
32,23
"-41",21
"-19",68
"-30",59
18,21
28,23
"-42",21
46,60
64,58
"-47",20
0,5
"-36",60
"-1",65
55,66
6,60
11,62
"-58",18
"-2",74
38,19
58,52
60,40
"-1",-4
"-54",20
62,41
"-19",20
59,34
0,71
"-57",53
"-34",63
56,67
66,22
"-39",62
"-2",54
"-22",62
0,19
27,26
"-1",-22
61,35
3,38
"-1",-45
0,74
2,-44
32,20
"-1",-7
"-4",28
"-3",3
"-8",18
"-46",63
"-41",22
"-48",16
1,-3
"-60",55
2,-44
1,77
"-36",19
"-29",64
0,-44
"-57",54
0,12
"-3",-5
15,20
"-40",69
"-43",67
"-1",17
55,20
46,67
"-33",60
64,47
36,59
"-13",65
63,61
"-19",24
45,21
"-20",25
61,36
"-28",18
"-11",63
41,18
0,12
4,2
"-9",59
53,21
"-5",60
1,53
18,25
5,42
15,26
"-35",62
29,23
"-29",59
"-1",-1
3,-15
0,27
48,63
"-2",35
61,60
5,-27
18,66
"-7",61
"-25",64
"-1",61
45,20
"-2",67
1,14
"-36",21
11,18
8,61
54,24
"-48",20
64,44
65,21
63,37
3,42
2,1
5,65
49,22
"-56",62
"-55",50
"-56",48
"-1",62
59,34
"-55",15
51,57
"-56",51
"-55",66
"-54",20
2,65
36,22
0,-43
1,8
"-39",66
"-30",23
1,78
"-19",19
"-2",66
66,28
"-54",25
"-6",18
46,64
"-2",65
38,65
"-58",13
"-2",-13
"-55",46
"-21",58
0,-31
"-60",60
0,57
1,74
"-59",38
34,61
"-42",27
62,36
"-56",18
9,60
"-1",-31
8,54
52,21
62,49
"-55",62
"-54",46
"-28",60
3,17
"-11",26
10,63
"-61",49
"-65",52
24,23
"-60",23
"-38",20
2,34
62,26
32,62
3,40
1,-14
6,65
45,62
"-9",21
"-59",49
1,27
5,21
56,62
5,-24
46,65
"-14",60
"-53",14
1,-27
26,26
33,61
"-45",56
2,73
4,57
40,63
49,21
3,77
"-38",65
1,77
66,21
15,65
"-52",20
"-61",38
51,21
"-43",21
"-38",63
38,18
"-59",59
"-26",21
61,31
2,-45
57,58
40,30
0,55
64,44
34,62
10,58
62,37
2,23
"-59",30
"-58",59
"-2",64
4,29
"-1",44
"-3",-4
23,61
"-58",28
3,66
60,27
5,17
62,38
"-46",61
64,36
"-7",22
1,-32
"-59",57
22,21
"-40",20
46,18
"-59",21
3,70
58,33
"-56",63
19,27
"-4",70
63,61
"-55",57
10,69
3,-22
"-57",49
39,18
8,63
"-23",61
2,-14
"-6",56
48,20
1,-37
"-25",59
2,22
5,-19
"-35",62
"-59",53
"-2",-29
62,63
1,44
28,23
"-9",19
"-2",24
"-2",63
"-2",78
12,60
35,20
21,25
56,64
"-26",64
"-62",48
"-1",34
"-43",58
"-1",-32
"-25",26
13,63
62,64
"-25",63
34,19
"-1",-30
"-48",64
"-24",16
"-26",56
63,53
20,19
48,63
"-59",39
"-53",51
"-62",18
62,59
57,22
60,50
30,24
1,53
"-55",31
39,67
7,21
1,42
"-56",40
"-14",62
14,64
"-1",10
28,65
"-20",23
"-1",6
11,65
60,30
2,10
"-7",58
"-43",21
52,61
23,60
"-1",-2
"-32",60
19,64
"-25",23
7,61
"-2",0
"-58",21
0,36
0,-31
60,25
17,22
27,61
"-9",64
0,-20
28,23
"-19",23
1,68
23,18
42,63
6,-31
"-61",59
"-63",58
"-18",60
6,-35
62,39
"-6",17
"-31",25
2,-13
"-45",59
0,24
2,12
"-44",57
"-35",18
"-12",60
13,66
"-9",61
53,64
48,61
0,40
"-4",-43
"-7",59
"-38",63
"-60",53
0,7
"-43",24
"-21",65
"-14",63
60,54
38,61
18,20
0,-30
2,68
"-57",24
4,21
63,17
0,6
"-1",-21
0,20
"-59",53
63,39
"-31",23
"-24",59
58,60
"-57",26
2,34
3,78
"-33",63
"-1",4
"-60",58
"-17",19
41,19
"-40",20
"-54",16
"-29",59
0,-2
"-62",61
"-63",51
"-2",61
57,23
"-1",36
57,25
63,21
"-34",63
"-62",24
"-17",60
0,-10
1,12
"-27",59
69,26
17,24
"-2",-7
0,31
61,29
11,59
5,8
"-55",50
59,64
"-1",57
61,48
"-3",55
"-17",18
19,60
"-32",61
36,60
2,38
43,21
1,30
"-3",4
60,65
0,-42
"-20",62
"-8",19
"-18",16
62,38
"-12",22
"-60",52
6,47
"-58",24
0,67
"-60",63
6,18
57,62
23,59
29,23
"-57",24
"-47",17
"-9",64
"-52",61
"-1",2
"-12",19
"-56",27
60,54
2,69
64,49
"-59",55
54,57
55,61
"-15",60
59,63
38,20
"-4",40
"-9",62
"-42",65
"-63",59
59,61
54,68
"-57",30
60,55
"-1",-10
50,21
"-10",18
"-46",63
"-25",63
61,56
50,19
3,-20
1,60
"-12",63
2,41
"-1",76
"-39",21
1,74
"-25",20
50,20
"-6",-43
"-35",61
"-17",21
"-18",17
"-56",23
0,72
37,64
17,22
46,20
29,67
4,39
"-59",50
1,66
11,19
50,60
"-46",60
"-11",24
9,61
63,45
"-2",52
"-28",22
"-53",26
0,75
13,19
46,63
"-12",61
13,60
"-1",-40
1,83
"-60",32
"-23",65
29,21
1,-4
"-42",21
"-1",-9
1,-25
"-4",53
4,-38
17,60
3,37
"-1",-43
"-26",60
0,74
1,-42
9,17
"-61",34
1,0
"-24",21
60,26
"-16",19
60,29
37,61
0,-20
8,20
56,62
"-3",29
64,43
42,23
"-58",23
"-63",27
46,63
1,80
58,33
38,61
0,76
32,66
32,27
27,26
"-22",65
55,58
64,23
33,63
17,21
9,61
"-7",18
38,57
0,-27
59,20
"-4",-14
62,23
64,54
60,65
54,18
67,53
"-54",59
22,20
60,30
"-3",24
9,64
9,-41
67,55
45,19
49,58
2,17
59,28
"-8",61
63,61
"-14",18
"-56",28
7,69
16,21
11,23
22,62
"-60",31
"-60",63
19,61
43,23
1,-26
62,38
4,48
19,59
"-10",65
5,39
14,21
2,44
"-28",18
23,63
"-46",24
"-7",61
6,51
"-58",60
"-3",66
"-5",59
12,60
0,70
8,65
"-53",22
"-3",20
"-2",61
5,-7
43,20
"-30",60
57,45
"-63",27
"-2",72
8,58
"-58",48
0,32
1,-2
3,32
"-44",20
2,56
"-1",13
5,-19
"-4",-45
"-53",60
"-45",59
"-23",63
"-1",-10
52,24
"-36",15
53,63
55,68
10,61
0,33
33,17
4,-6
16,64
"-42",61
1,-23
1,37
39,59
"-33",16
60,24
"-3",23
"-60",39
61,62
62,54
"-15",63
1,34
62,17
"-1",60
"-21",66
"-33",24
3,-31
"-4",20
3,63
"-25",20
"-18",18
"-26",62
2,56
0,-7
"-10",21
43,23
"-41",18
2,9
"-39",59
"-10",66
"-18",61
"-47",58
"-47",60
"-57",21
"-1",64
"-61",53
"-59",41
2,2
"-62",32
"-5",70
"-59",54
"-64",26
3,1
"-59",36
56,59
3,-15
3,7
"-35",19
"-51",19
"-4",76
"-2",21
42,21
5,62
"-1",77
21,21
41,59
"-1",-8
"-24",22
16,62
"-1",14
"-43",15
38,66
"-4",54
9,-30
"-29",20
14,20
"-57",25
21,20
7,19
"-65",57
16,67
"-2",7
"-55",18
35,20
"-22",18
"-23",63
"-24",22
3,-33
3,-17
"-30",59
3,-23
"-3",63
68,24
"-32",20
"-10",65
6,58
6,30
"-1",-6
62,64
65,25
"-22",56
"-57",35
"-2",9
5,-17
"-13",17
"-1",8
"-40",19
37,60
47,55
"-26",22
3,-38
61,56
"-2",23
0,46
46,61
"-56",37
"-10",60
1,34
"-55",41
5,-40
68,45
44,60
"-61",65
"-3",9
0,55
27,23
58,52
63,33
"-4",-30
3,85
"-52",20
"-58",46
24,62
"-25",22
26,24
"-6",21
38,61
"-49",19
"-44",56
0,68
2,60
59,36
2,10
"-13",61
5,54
"-61",65
"-45",21
62,47
"-52",44
"-61",22
"-1",62
"-57",66
3,41
60,23
62,25
"-19",22
"-2",-23
39,22
"-35",22
1,-42
3,14
59,37
61,21
"-7",19
"-38",58
"-61",54
"-4",63
35,23
"-43",62
27,65
"-38",21
4,19
"-35",17
4,83
0,43
32,64
3,-1
"-54",51
38,22
59,61
"-18",22
2,-42
59,31
"-25",18
62,52
"-52",60
61,36
1,55
37,62
"-59",34
38,64
11,65
1,-42
"-21",22
43,24
61,45
62,37
36,63
11,26
"-45",60
0,-18
"-17",19
67,49
31,60
30,66
"-16",24
"-33",23
"-7",63
2,80
"-10",19
3,-32
1,-8
53,20
28,26
44,21
1,10
3,26
"-56",27
5,16
"-58",51
"-2",73
"-3",-4
2,-29
7,-29
"-57",48
3,50
"-31",24
63,31
"-58",56
17,22
"-58",60
56,21
0,76
"-49",17
"-55",20
3,-42
"-40",60
"-7",22
"-57",46
"-45",18
"-50",20
45,26
63,66
"-61",17
60,28
"-6",14
0,38
"-1",51
17,23
"-56",55
"-37",18
61,61
"-14",63
2,20
56,31
46,63
28,59
"-47",60
"-54",43
1,83
"-34",17
"-53",21
"-47",21
29,23
30,62
"-34",18
43,22
7,-15
5,63
5,-18
"-62",23
"-44",59
"-1",-13
60,45
9,60
"-61",34
"-2",-33
"-46",20
3,29
"-31",61
35,61
13,63
"-32",17
"-27",59
"-42",58
"-24",58
39,65
0,75
25,26
6,65
"-37",62
"-63",31
66,25
"-9",59
13,23
"-11",18
"-40",20
34,61
0,7
"-1",-23
1,50
0,61
64,54
"-1",26
2,49
59,64
65,22
"-41",59
65,63
"-25",20
"-2",-42
60,37
"-21",21
29,63
6,24
16,64
"-4",-10
"-12",62
"-59",37
31,21
"-2",-30
"-34",64
57,61
61,24
"-24",22
"-57",65
"-2",77
"-46",60
61,55
15,60
"-54",19
4,-15
60,29
17,66
3,0
31,22
"-43",57
0,13
"-61",56
"-40",19
"-10",63
"-1",-41
26,61
"-35",24
1,63
0,-37
"-54",50
64,54
"-31",21
13,18
"-23",66
"-2",61
33,23
59,30
18,24
35,22
49,56
0,73
41,62
"-6",64
"-60",61
16,20
"-50",16
61,55
"-19",20
62,32
"-8",60
"-59",62
2,64
"-10",19
"-23",64
"-53",61
0,66
52,24
3,-16
3,65
3,27
"-58",28
2,76
"-59",31
"-5",11
37,64
"-2",77
21,68
13,23
"-60",30
"-42",61
"-1",53
"-51",60
0,20
62,49
3,-23
"-58",48
0,40
"-1",-4
2,62
"-59",54
1,75
"-57",41
62,26
4,32
0,41
