x,y
"-36",43
21,33
"-1",9
19,57
"-20",32
19,60
23,57
28,56
26,25
"-9",40
20,24
29,31
20,32
"-4",46
5,57
"-33",37
0,55
"-22",58
36,36
"-12",14
"-2",34
14,14
2,4
32,53
17,33
"-4",47
21,31
24,31
19,38
27,56
2,47
"-22",28
"-22",54
12,7
0,6
"-34",32
"-37",42
27,56
"-33",38
"-17",54
"-6",14
29,54
24,23
"-11",14
34,44
34,34
23,56
4,24
"-8",44
25,27
10,56
35,33
22,59
3,17
10,42
"-23",23
"-26",47
"-32",48
"-13",16
30,53
10,47
"-18",18
"-1",6
"-2",50
"-18",22
11,44
31,28
0,35
20,58
"-21",26
36,46
5,20
"-23",53
2,37
6,57
34,46
23,31
12,43
43,45
0,53
13,44
"-5",48
39,47
39,42
34,43
5,58
17,60
"-22",26
"-8",12
"-27",29
"-1",0
32,30
27,57
"-27",28
37,36
2,14
"-39",41
"-16",31
30,51
23,62
"-3",6
"-25",24
"-18",54
2,44
2,43
7,49
"-30",29
"-15",55
"-10",44
11,56
"-26",30
"-31",44
29,27
"-14",55
"-14",54
"-21",28
"-5",47
"-19",20
4,59
28,31
"-7",41
4,56
"-5",46
4,21
15,15
"-17",23
"-1",53
4,34
"-20",27
37,46
"-13",36
26,55
3,49
"-13",39
"-25",25
34,31
"-33",37
17,56
"-21",22
16,34
"-31",47
30,54
1,16
"-24",53
"-33",49
"-13",16
"-26",29
33,54
7,47
"-7",41
"-23",25
"-26",29
"-26",24
"-36",43
35,45
10,9
0,51
4,9
10,55
0,35
11,12
"-13",55
"-10",57
13,53
3,9
8,39
7,55
"-12",38
6,47
"-19",56
17,59
"-9",42
1,35
"-25",24
1,0
"-16",55
1,16
2,45
"-6",46
"-31",53
21,55
"-35",36
33,31
38,36
1,46
7,45
1,53
"-22",54
22,30
11,11
33,31
29,25
"-38",42
5,11
11,9
31,25
2,1
2,21
2,30
29,27
3,29
15,14
"-13",38
38,35
15,56
13,58
38,39
"-3",47
"-2",29
13,57
5,56
"-39",41
"-20",33
13,54
"-7",54
"-6",46
29,58
1,33
4,19
"-1",53
1,52
46,43
"-19",57
"-10",35
4,57
10,41
"-36",35
42,40
17,58
"-36",45
"-19",33
"-29",50
"-1",12
2,6
"-4",4
2,51
10,44
0,41
"-14",56
10,11
39,36
"-35",39
"-20",54
"-37",43
19,58
46,43
5,10
0,17
43,42
"-4",56
"-32",47
6,57
4,30
5,55
2,23
1,16
"-3",55
10,53
4,5
38,36
"-18",20
"-40",39
"-18",60
"-11",54
32,49
"-5",47
"-5",5
10,59
30,31
3,8
28,26
"-33",37
29,24
31,30
"-12",35
"-11",16
0,57
43,44
28,29
2,2
27,57
"-28",29
"-8",12
27,55
25,27
0,27
"-23",27
"-34",34
4,39
"-23",22
8,7
25,26
30,53
"-21",55
"-3",49
2,13
"-28",28
"-6",11
18,57
1,42
24,26
2,7
6,3
"-3",55
"-16",53
12,41
"-36",43
18,12
3,30
17,15
23,23
"-32",35
"-11",17
27,26
"-24",54
2,26
"-19",58
0,55
"-2",7
27,25
9,47
15,56
"-33",46
8,57
7,44
21,34
14,38
20,20
14,36
"-26",56
"-25",57
5,60
"-4",46
"-24",26
26,25
"-3",59
25,25
"-32",50
"-31",47
17,36
"-19",31
8,42
17,38
"-33",49
20,25
"-25",25
2,18
"-5",8
8,47
1,6
1,47
"-36",43
"-38",41
24,23
39,37
"-31",29
11,11
1,32
"-11",17
35,45
1,11
"-9",54
"-15",56
"-10",54
"-19",33
"-39",39
"-23",27
3,44
1,4
"-13",20
"-20",21
"-1",6
4,45
17,37
0,5
"-22",25
35,36
"-20",26
9,55
"-29",32
20,25
"-7",57
6,46
2,2
4,20
2,31
"-20",58
"-39",41
"-21",56
15,15
"-24",23
"-17",34
"-12",19
2,25
11,55
19,15
"-6",6
0,5
"-18",56
"-12",16
2,14
"-2",51
"-25",23
"-14",55
3,30
22,21
4,20
2,41
"-24",27
24,25
"-17",19
3,29
"-13",17
"-24",24
15,37
"-20",22
7,3
"-12",15
"-5",8
12,43
1,50
"-35",48
"-14",34
"-2",46
"-19",32
1,3
19,32
16,57
18,16
"-12",17
"-24",29
26,55
4,4
"-16",60
"-21",56
"-13",55
4,58
13,9
29,53
17,18
"-35",48
"-33",44
"-4",6
14,12
5,41
13,55
"-14",15
15,39
16,52
"-24",23
39,37
0,42
"-25",31
23,35
24,26
"-15",15
24,33
"-20",27
1,11
26,26
2,14
"-2",55
"-34",46
35,45
29,56
13,43
"-3",9
1,9
"-10",19
0,60
3,3
"-29",51
0,42
26,25
"-6",57
15,57
"-2",57
38,49
"-7",12
42,41
"-10",40
25,25
"-31",33
22,22
11,8
27,27
39,47
"-19",33
"-9",43
37,33
"-23",54
0,59
1,45
27,35
8,54
22,24
9,56
"-35",35
10,53
"-1",57
"-9",12
0,21
0,59
4,17
"-5",11
25,37
22,21
6,9
"-21",25
12,43
"-10",9
21,25
1,14
11,57
25,59
4,30
6,56
"-11",36
4,1
17,57
37,38
23,23
"-20",33
"-23",27
0,27
27,57
26,59
20,14
"-27",50
"-19",29
"-9",11
"-14",31
0,35
"-6",10
0,40
13,37
23,56
21,25
4,22
"-7",56
32,28
"-8",10
"-10",17
23,35
6,58
"-30",47
20,35
29,56
37,45
29,52
35,34
16,34
2,18
"-10",16
"-2",44
21,32
"-1",47
2,34
"-1",52
"-32",52
6,60
1,1
0,17
24,54
7,49
"-20",56
5,47
7,12
"-31",29
3,47
11,43
37,46
32,29
"-14",56
17,57
3,39
10,54
"-30",31
"-16",21
"-1",53
33,47
"-22",29
36,46
0,9
"-8",53
"-8",41
7,46
34,49
"-19",30
20,30
"-1",11
"-29",49
18,18
0,21
0,49
2,9
"-22",27
"-19",28
"-12",36
"-12",54
30,54
19,32
"-28",56
1,55
"-38",42
46,44
2,57
"-4",40
36,45
28,29
16,12
"-11",16
"-22",30
"-4",58
28,31
0,4
3,28
25,29
19,60
27,28
13,54
14,53
"-3",43
"-23",54
"-25",56
"-36",45
32,54
31,54
"-15",35
26,54
3,39
43,45
35,47
2,15
6,5
"-4",55
41,43
"-16",58
"-16",35
"-23",30
3,47
"-6",4
"-15",13
"-20",28
"-7",46
11,41
"-21",53
"-1",7
22,57
"-2",46
34,38
"-12",37
2,43
"-2",2
20,61
"-3",56
"-5",5
1,27
"-3",61
2,47
21,29
"-1",57
"-20",57
2,36
24,26
"-14",36
"-1",9
9,49
"-6",57
"-26",28
"-4",45
"-7",56
"-33",41
4,40
2,7
0,35
4,16
15,37
"-4",49
"-3",55
12,42
1,49
2,52
"-1",7
3,57
26,57
"-17",29
2,55
33,46
41,49
13,53
"-32",45
2,18
12,55
3,38
0,30
"-12",37
"-5",55
7,9
27,28
"-32",48
"-6",59
26,26
24,20
10,40
1,6
7,40
3,18
5,7
"-7",15
1,39
"-1",57
"-13",34
"-37",41
0,0
6,41
28,28
9,42
0,27
38,40
"-8",18
"-11",37
2,19
18,17
1,10
"-20",27
41,39
"-37",44
29,51
"-14",23
4,32
34,43
40,37
3,21
"-18",30
29,25
43,44
"-2",13
"-26",30
26,56
"-24",54
28,27
"-1",55
21,61
1,34
"-29",48
35,44
"-3",57
"-16",32
0,59
15,54
25,29
"-11",56
"-37",47
"-24",26
2,7
32,29
1,10
3,20
27,25
"-6",47
12,45
35,45
31,27
29,31
4,41
"-9",35
9,42
"-28",32
7,46
"-11",36
"-35",38
18,15
"-3",59
28,34
0,11
"-6",56
"-6",7
"-18",55
3,7
28,54
"-2",13
"-25",57
14,54
0,38
4,60
9,44
2,-1
0,7
"-2",53
4,31
20,18
"-16",21
2,53
"-36",37
2,20
1,34
"-8",55
34,47
"-38",43
28,30
27,57
4,56
"-19",18
"-18",55
20,25
8,4
"-22",58
0,7
15,34
"-33",47
1,39
31,53
"-16",33
17,59
"-8",10
9,7
"-26",31
"-19",30
27,29
11,43
"-16",56
9,10
5,5
1,41
6,15
"-36",37
"-21",27
"-1",55
20,30
"-4",56
"-24",25
"-5",46
"-8",12
"-10",58
9,49
0,15
35,46
16,52
13,55
"-1",26
"-26",28
"-23",25
5,56
7,45
21,58
19,59
"-2",6
"-18",30
"-12",36
8,45
0,50
"-21",31
5,4
2,45
"-37",37
"-14",22
"-35",42
2,44
"-20",57
22,60
44,41
24,23
"-1",48
"-38",42
8,10
19,57
"-7",9
"-7",14
"-23",55
33,35
1,8
15,55
11,10
"-31",34
"-19",54
24,62
25,27
0,48
"-36",36
"-1",38
36,45
"-27",32
40,43
5,46
35,36
"-1",55
"-21",26
"-21",57
24,24
10,45
24,53
"-25",53
30,28
0,54
3,46
0,44
31,30
"-22",26
0,36
"-26",32
28,30
"-19",52
3,42
4,61
6,47
23,23
"-32",49
12,55
"-25",24
0,56
3,31
19,38
16,18
44,42
46,41
42,42
"-4",7
25,27
11,41
1,43
"-8",56
"-36",45
31,50
"-16",36
24,27
"-8",39
"-22",27
14,19
"-6",14
1,41
0,48
32,48
"-4",12
"-1",55
"-1",38
12,42
"-13",55
23,25
7,58
36,36
"-21",20
10,57
10,44
"-2",59
"-4",57
"-3",6
"-3",57
"-9",40
3,24
2,37
17,30
5,58
"-35",44
"-10",37
4,58
2,48
36,47
3,17
1,20
"-20",26
"-5",49
2,12
7,46
"-20",55
24,55
"-24",56
"-35",35
"-25",24
"-22",56
18,35
38,37
6,6
"-3",5
"-30",30
"-6",42
30,30
31,54
4,32
26,25
10,11
"-8",10
0,1
3,54
"-6",45
2,24
0,14
"-37",40
2,16
"-32",49
0,45
32,51
"-7",41
"-8",49
"-19",58
"-9",56
9,8
6,57
4,3
0,8
"-17",57
27,58
"-6",13
1,13
14,16
24,27
"-1",13
"-37",38
14,54
"-9",57
7,6
13,11
"-5",47
10,14
5,52
"-7",47
34,37
9,59
28,28
"-1",14
"-2",47
15,38
"-23",26
0,54
38,36
"-36",47
26,28
27,25
"-16",33
"-24",25
0,40
"-1",12
2,9
6,45
12,53
"-12",17
33,36
10,42
20,60
"-1",27
"-4",6
"-13",37
37,34
22,57
4,1
11,44
"-33",46
25,25
"-25",24
"-38",44
0,8
0,11
"-25",29
"-9",43
19,36
"-2",23
20,14
1,54
29,52
"-3",56
"-24",28
6,62
34,47
31,30
0,56
10,11
"-24",24
25,24
4,19
1,6
0,31
9,42
43,41
"-10",59
27,57
25,56
28,27
26,57
6,56
8,47
22,22
28,26
26,26
6,58
"-39",40
2,50
"-1",56
3,18
"-38",41
"-38",41
"-24",27
0,23
7,46
"-17",29
"-5",44
"-19",29
4,46
8,58
30,28
34,47
27,55
"-35",38
22,57
"-6",44
"-6",58
"-10",13
1,23
3,-1
20,31
"-5",51
"-25",29
"-12",17
"-29",30
1,43
8,9
34,47
"-10",36
5,55
"-13",17
5,6
"-33",48
28,26
1,36
39,36
14,54
"-2",37
0,31
2,24
1,28
"-26",54
27,24
10,12
"-22",56
"-19",19
4,14
"-13",38
5,7
5,44
4,43
27,27
"-2",57
"-19",20
4,31
28,25
"-2",51
2,50
29,57
16,37
1,40
"-35",43
28,53
14,12
18,13
"-21",57
"-13",38
32,28
13,9
1,9
1,41
5,48
"-3",47
"-4",56
21,21
4,40
0,54
"-4",56
16,39
"-1",51
1,58
19,34
7,8
32,53
14,16
"-6",54
"-18",27
"-34",47
24,55
0,55
34,37
0,30
"-4",57
15,56
35,45
2,38
"-3",54
2,28
2,15
37,37
13,45
12,37
"-19",20
1,11
2,38
19,12
12,42
22,20
34,36
4,38
1,48
12,43
"-30",35
"-7",47
16,59
9,40
"-4",53
"-3",46
26,28
"-14",56
14,19
"-28",32
4,28
"-11",57
26,27
0,56
3,20
4,41
"-13",35
18,60
"-19",21
"-19",23
"-20",20
41,48
"-2",11
41,40
"-23",27
10,44
"-19",24
"-18",30
4,7
"-38",43
1,59
"-23",26
"-1",37
"-35",38
"-2",48
"-10",54
10,54
"-1",55
"-22",26
39,48
28,28
22,33
"-6",46
"-3",48
"-30",30
15,36
24,55
"-31",49
23,57
"-21",18
6,43
3,32
6,46
11,42
"-26",53
"-13",57
"-29",47
14,17
46,42
7,4
24,26
16,19
"-32",50
"-5",57
"-2",3
"-39",41
"-19",55
"-11",55
"-32",49
2,11
"-13",15
0,54
34,44
11,45
6,8
16,59
"-12",55
"-1",46
"-34",37
"-12",56
9,55
20,62
5,48
18,35
8,55
"-7",45
3,29
1,56
31,56
15,14
0,52
22,24
"-12",39
"-1",46
13,57
"-11",37
28,26
"-1",55
4,20
"-4",42
12,43
"-12",38
"-20",56
4,17
"-2",10
5,46
7,46
"-7",41
15,13
20,55
10,8
4,53
4,42
44,42
23,58
"-22",25
36,37
"-31",51
22,58
10,11
20,57
2,6
16,35
0,30
0,5
1,37
1,5
42,41
26,26
41,37
4,18
27,55
4,40
24,59
10,45
13,44
11,12
2,0
2,31
"-17",56
0,42
"-7",55
"-2",7
"-2",56
"-29",49
38,47
3,37
40,37
"-26",56
1,14
"-19",19
10,44
43,39
0,11
42,40
"-29",47
8,47
1,40
13,36
2,48
"-35",42
24,29
20,19
"-15",55
17,37
"-16",56
"-25",26
"-36",44
0,10
22,18
"-27",33
"-4",57
35,33
23,33
23,21
25,25
"-3",52
1,32
35,46
2,13
11,8
12,56
"-13",56
4,44
19,60
3,18
46,39
41,41
"-9",60
4,58
8,46
35,36
35,34
"-13",53
16,38
"-31",29
"-9",15
"-29",31
"-31",51
33,49
27,29
4,1
"-17",53
"-14",31
16,13
"-27",29
"-15",15
10,13
"-8",43
3,15
30,32
39,48
"-11",17
"-4",59
34,28
8,57
"-23",57
2,39
7,6
21,62
14,37
"-29",52
"-30",32
9,15
"-40",38
25,56
1,22
"-13",39
0,12
"-36",37
"-8",57
"-8",55
"-30",48
"-1",56
"-3",6
33,30
"-19",30
10,11
"-24",22
26,25
"-24",25
0,45
"-4",55
16,18
"-26",55
"-27",34
"-11",16
3,18
10,55
1,4
22,21
28,26
32,32
"-13",15
0,0
"-37",45
"-14",16
31,56
"-13",56
25,24
15,59
25,55
"-24",25
2,46
1,57
24,22
"-13",16
26,26
"-23",30
4,1
25,60
"-16",54
4,19
"-36",42
"-2",55
"-30",49
"-17",56
21,32
1,33
"-22",27
"-7",14
"-28",29
"-20",31
20,31
32,30
4,21
"-15",18
24,22
"-11",36
"-20",30
"-16",57
"-22",26
"-18",29
"-3",2
29,30
"-19",22
"-36",39
"-21",24
"-9",54
32,49
2,16
16,33
"-13",19
"-5",44
"-1",48
3,22
"-1",12
41,43
1,50
12,10
3,39
1,14
19,29
"-2",57
"-23",56
"-1",57
"-40",43
"-22",29
"-30",45
"-26",52
1,32
41,39
"-31",34
21,15
2,39
"-8",42
1,48
0,40
37,46
"-6",43
"-32",43
"-7",48
"-3",7
"-28",30
2,46
"-5",5
29,50
18,37
"-25",58
0,58
"-1",56
"-11",38
"-32",46
24,55
0,47
3,41
"-34",36
"-10",34
36,33
"-30",49
2,22
"-33",48
"-23",26
"-28",50
"-1",56
"-4",5
7,5
27,54
"-31",28
"-16",15
"-6",45
1,8
20,58
"-28",31
31,50
"-7",58
35,34
"-12",18
"-36",45
"-1",30
12,55
"-12",58
3,13
0,54
2,42
21,30
22,31
"-7",41
"-38",39
"-33",32
"-23",24
0,7
"-3",8
42,43
0,46
3,55
1,0
3,9
"-34",33
29,33
"-17",58
"-2",48
"-5",46
29,52
15,58
1,6
24,55
24,56
"-18",29
8,7
12,55
"-4",41
11,54
"-4",6
2,5
5,3
"-12",53
21,23
"-20",19
"-12",14
10,43
18,15
7,47
"-22",26
21,37
"-23",26
"-2",31
"-2",10
24,22
4,41
"-10",39
19,19
"-20",30
"-10",42
13,11
2,24
3,36
37,41
"-11",58
"-20",21
3,42
"-35",38
"-17",56
1,27
1,19
13,54
31,27
10,13
"-25",24
"-28",49
"-10",57
"-8",55
44,45
5,7
9,51
35,45
"-9",10
21,21
27,25
10,12
"-8",12
0,2
"-19",27
0,11
14,52
3,0
4,5
2,6
1,0
11,56
2,39
1,49
"-4",54
21,32
10,49
"-4",47
"-34",44
29,51
0,28
24,57
1,14
11,57
14,54
"-19",56
2,16
"-4",57
"-37",45
1,31
1,45
27,26
"-28",52
26,27
"-1",5
1,13
"-22",29
21,61
"-7",5
37,35
21,23
"-26",24
0,36
"-13",35
1,18
4,46
"-14",20
"-37",44
11,43
"-12",18
"-2",12
24,33
22,34
"-10",56
44,45
"-1",41
9,58
18,33
0,22
"-12",57
40,40
23,61
1,54
"-11",40
"-1",10
"-4",5
9,58
"-5",49
3,30
0,47
"-4",46
"-8",47
17,37
"-35",42
"-1",55
0,44
"-31",48
23,32
"-27",56
"-15",57
"-6",12
27,26
"-16",18
1,41
"-17",31
1,21
"-19",52
2,29
37,38
6,9
"-14",34
29,52
1,52
"-21",23
"-11",13
0,30
"-25",24
22,27
"-32",48
"-21",53
"-19",32
6,40
10,10
"-36",42
"-8",53
6,40
0,5
14,44
3,19
"-25",56
34,43
"-31",52
25,57
"-2",41
"-2",52
"-9",44
"-23",54
"-1",55
"-4",52
4,19
3,52
"-6",45
20,18
0,15
16,54
"-9",40
0,26
"-19",57
"-15",55
"-32",34
"-13",55
27,27
44,41
"-23",24
"-14",36
"-22",26
25,57
1,51
22,25
"-36",37
"-5",5
46,42
"-7",49
"-9",11
2,50
37,46
12,11
23,56
"-21",56
15,36
38,37
13,38
36,40
1,45
18,19
"-3",10
"-1",52
"-9",56
32,50
34,46
2,44
7,57
"-26",30
15,56
4,14
3,3
7,47
30,52
22,59
5,17
2,41
20,30
5,59
1,16
3,45
35,47
"-17",24
"-10",17
16,15
"-1",51
1,53
8,48
23,59
"-24",29
"-19",32
"-32",50
43,42
"-1",32
8,11
32,50
16,61
"-39",38
22,57
"-37",41
31,30
5,59
2,3
"-34",48
"-23",24
2,61
19,32
36,47
0,13
2,19
24,55
"-6",12
"-3",56
"-8",57
"-36",47
5,21
0,18
22,34
"-9",41
"-20",24
37,35
8,57
2,30
"-14",34
0,51
12,55
4,17
1,29
29,31
28,26
3,5
8,12
20,32
0,55
21,58
"-33",34
9,10
"-8",12
"-18",33
0,52
23,33
"-2",55
37,34
14,58
2,40
"-18",22
22,26
"-23",26
1,14
"-13",13
1,15
"-30",49
"-32",49
9,57
25,25
"-17",55
"-7",15
"-6",6
30,33
"-16",57
"-21",59
26,28
"-35",45
6,39
13,42
18,58
5,29
"-15",35
"-15",36
"-12",12
"-2",7
0,11
"-19",21
4,0
11,6
9,54
"-28",29
"-2",54
26,23
14,16
3,3
28,56
30,29
"-15",56
"-11",39
32,28
"-1",55
"-10",56
"-6",42
"-11",57
"-6",5
18,61
0,17
20,61
"-37",38
10,15
"-29",46
"-1",27
"-14",39
14,55
4,34
"-6",43
14,11
29,26
"-1",46
7,8
"-24",27
42,40
1,39
0,53
"-23",22
"-18",19
"-2",8
"-35",44
30,32
"-5",47
5,4
31,28
37,35
1,38
22,27
"-1",54
24,55
8,45
9,4
"-35",47
"-4",46
22,61
"-4",11
26,25
"-10",55
8,6
19,36
"-13",56
7,8
"-2",57
26,26
22,22
27,29
1,22
8,6
"-23",27
0,37
38,35
11,44
"-7",49
5,30
31,51
2,19
17,34
"-24",31
"-20",32
"-6",57
28,25
"-30",47
"-15",19
"-7",12
"-39",43
15,59
31,30
"-38",41
6,19
"-29",49
1,44
"-22",27
"-5",13
"-39",41
25,57
"-7",58
2,22
"-17",36
14,43
"-35",42
15,33
3,58
5,4
8,58
"-21",19
"-24",57
45,43
6,6
"-2",1
14,56
27,24
32,29
"-18",57
22,59
14,56
30,50
3,20
1,39
36,47
30,30
8,55
11,8
10,55
24,56
"-25",27
"-7",42
3,6
6,29
30,48
2,14
3,0
12,53
0,5
1,27
"-12",15
"-11",56
17,18
"-7",42
10,40
"-8",44
"-33",47
15,20
2,44
3,41
29,55
28,56
"-33",50
3,47
2,18
8,58
"-22",27
5,59
36,46
23,55
37,45
"-9",35
"-10",13
7,8
1,59
"-1",13
9,43
"-25",24
"-24",29
43,38
34,53
22,21
9,5
5,32
25,58
0,29
"-25",55
27,57
"-30",48
0,38
"-31",29
29,27
12,55
6,9
"-1",11
7,59
11,54
0,44
"-21",34
13,37
"-3",48
"-24",27
1,39
"-19",30
0,54
"-6",47
2,9
"-4",58
"-19",31
"-20",21
16,15
"-10",16
"-1",32
17,13
43,41
2,20
27,28
3,46
16,58
34,46
"-33",39
19,57
24,24
"-27",53
"-1",12
"-28",50
28,24
5,58
3,23
2,16
19,13
2,0
36,35
"-6",5
28,28
"-32",51
28,25
21,58
"-37",43
44,43
"-19",29
"-8",10
"-26",27
5,1
"-6",13
33,33
16,12
"-23",24
"-2",10
"-15",35
4,36
3,5
"-33",34
11,54
"-1",42
3,8
"-37",46
2,45
8,46
"-31",52
5,4
"-8",11
4,30
33,52
"-31",48
3,35
27,28
"-12",56
"-22",55
"-2",48
6,57
"-23",54
"-11",17
"-14",38
"-9",16
28,23
"-16",22
"-36",35
3,32
0,42
21,32
2,19
2,28
2,44
"-31",49
"-39",42
4,1
38,47
30,29
"-18",56
"-26",54
26,28
5,6
3,25
"-28",48
19,19
"-19",20
"-23",28
29,24
2,32
10,42
25,27
3,1
21,35
8,56
20,32
"-9",16
35,35
6,60
0,4
"-20",21
21,25
1,54
"-33",49
"-1",32
"-4",4
"-3",60
"-29",50
"-1",10
26,56
"-34",31
"-13",17
5,40
35,34
21,22
1,25
4,5
"-9",44
"-18",29
"-1",34
2,5
"-30",49
25,54
9,9
"-10",15
6,6
5,43
"-16",53
"-19",56
1,0
"-34",46
29,55
24,22
6,44
10,43
"-38",43
22,27
"-15",52
38,46
"-19",33
"-14",35
"-6",40
8,45
"-27",29
"-8",58
30,30
30,32
"-3",6
26,57
"-14",56
0,6
"-2",52
"-10",40
0,0
0,30
1,24
0,20
3,4
35,30
2,28
6,41
27,56
26,26
21,56
12,45
"-1",20
39,48
"-10",16
4,19
35,38
35,47
35,38
"-35",39
23,55
6,46
2,39
0,39
36,28
"-9",58
19,14
"-5",55
"-15",55
"-19",22
"-3",52
0,31
"-38",40
4,10
3,37
4,30
"-32",48
"-32",48
"-15",14
"-11",36
11,13
"-16",17
0,39
"-1",21
1,23
"-36",43
"-2",47
14,16
4,23
1,6
4,44
"-23",27
"-6",53
"-18",25
"-1",16
"-38",43
"-31",44
"-21",54
0,21
43,39
"-35",44
33,33
24,63
6,58
20,32
0,53
26,56
"-21",19
0,10
12,42
22,60
16,14
0,45
16,60
11,48
6,23
16,61
"-30",48
16,16
"-4",55
"-15",54
2,12
0,34
"-1",12
"-15",56
"-1",2
"-19",21
"-19",56
"-19",24
"-5",45
0,25
4,6
"-25",27
34,38
"-14",15
"-5",5
"-33",50
0,5
"-16",53
0,0
"-24",55
"-22",24
"-2",57
2,57
1,51
34,49
"-29",32
"-38",41
16,18
"-30",30
1,48
"-9",38
"-21",27
"-21",27
"-2",4
"-20",31
"-9",12
"-20",19
"-5",46
26,29
45,44
"-35",38
"-31",32
18,57
29,53
43,38
"-13",55
"-1",15
3,21
30,49
30,31
"-18",56
30,51
"-20",55
4,3
"-20",29
"-24",53
"-19",32
1,20
23,34
25,24
3,36
0,58
42,41
46,41
3,42
11,42
13,55
"-7",39
"-29",51
37,34
"-23",27
"-7",35
30,50
"-19",30
26,53
25,55
"-18",30
"-18",57
"-18",58
3,33
2,41
0,46
24,36
0,6
4,7
9,46
26,26
"-19",30
11,56
"-12",18
"-5",8
"-5",48
0,14
"-13",18
2,18
"-1",6
"-24",28
"-25",54
14,37
15,17
4,3
0,42
43,41
20,18
"-7",45
1,13
15,37
"-9",54
"-35",35
"-3",56
"-16",15
15,37
"-37",36
5,33
"-2",52
0,50
37,36
"-17",21
21,25
17,37
"-6",10
"-35",39
3,48
15,17
"-30",49
"-18",57
"-23",23
31,50
"-20",33
27,28
"-22",23
27,57
25,23
4,47
2,43
"-11",15
1,32
"-17",56
5,46
"-11",16
"-15",37
1,9
10,43
"-28",30
"-22",30
"-32",49
4,1
0,39
17,17
22,23
"-17",57
"-2",55
"-29",31
"-9",54
"-11",56
37,35
"-38",38
9,46
"-1",25
24,54
11,47
"-12",55
"-4",45
15,58
"-18",55
"-21",57
"-30",53
36,36
3,52
"-23",29
"-5",54
30,31
"-24",56
30,51
24,55
"-6",10
"-1",9
26,26
16,56
1,7
