x,y
"-31",-28
"-14",18
"-23",-40
"-41",-21
24,24
"-15",31
8,12
25,14
33,21
"-25",-37
40,-23
26,17
"-33",9
"-15",18
25,8
"-2",-48
35,7
2,31
12,4
40,22
"-4",28
"-9",-51
44,29
38,1
21,21
"-14",-52
35,20
"-2",17
1,-45
"-34",-4
"-36",-10
"-24",18
22,-34
9,11
"-15",-40
31,-23
"-2",-52
27,29
"-16",-49
45,26
"-8",-50
43,-16
"-11",-49
19,21
"-41",-5
"-12",-48
29,14
"-37",-5
"-16",-43
"-23",14
28,17
"-37",-13
9,11
25,-38
"-14",-53
24,-32
"-29",-32
"-10",-50
20,5
"-9",-48
33,-22
33,2
0,28
47,0
"-1",-49
"-31",11
31,17
0,19
33,-25
"-36",-14
11,28
"-7",25
34,8
31,15
40,-21
30,0
"-17",-38
4,12
9,12
"-10",28
"-27",-37
"-37",-9
31,1
1,-47
21,1
7,-49
37,-23
2,27
31,16
4,-47
14,-49
22,-40
40,-19
"-32",7
32,-27
"-16",23
24,17
"-22",-35
"-15",-48
23,13
"-37",-28
42,-13
34,17
35,-30
39,-2
42,-20
6,18
"-12",26
"-2",-53
"-38",-4
"-1",-41
"-33",-26
23,13
17,-44
"-38",6
40,3
31,15
43,-1
43,20
40,-3
32,0
15,1
18,8
"-31",6
"-39",-11
43,-17
"-35",-16
42,-3
25,-38
"-33",-31
41,-17
"-16",29
"-2",-46
"-15",-44
"-26",-34
"-42",-21
43,27
4,-47
4,-48
20,10
37,-22
"-14",23
29,-31
"-9",27
"-35",1
"-38",-14
"-2",24
20,8
37,9
"-5",26
7,-46
26,-32
41,1
16,-47
"-36",0
"-2",18
12,-46
"-39",-27
44,30
"-25",-29
37,10
44,-2
12,6
10,11
23,3
33,1
"-22",-35
20,27
2,18
15,-45
4,18
31,0
"-32",5
"-35",4
21,-37
8,15
"-24",-37
"-36",-14
"-33",9
6,17
10,15
4,10
"-21",-37
15,27
10,-47
"-28",-35
"-5",-49
17,32
19,2
12,-46
"-38",-26
34,1
35,-25
37,-3
28,12
"-37",-20
25,11
38,12
"-14",24
18,9
39,20
47,33
35,15
"-22",17
41,-21
"-33",-12
"-33",7
2,20
28,-34
"-14",19
27,18
19,21
16,-41
"-25",9
8,-46
"-40",-18
28,28
"-35",-30
43,-3
"-32",8
"-39",-20
"-16",-45
25,22
6,10
"-14",23
45,29
48,30
"-10",-51
10,11
12,30
20,-36
"-37",-2
26,21
"-38",-5
24,-37
42,-3
5,20
17,3
5,10
"-43",-4
37,3
25,3
8,9
"-18",24
4,-48
18,27
41,-8
35,-20
"-28",17
"-41",-23
37,-17
19,4
"-7",26
"-7",28
26,-34
"-1",29
"-7",-50
40,25
30,5
16,-3
17,30
44,-16
10,-48
38,-19
21,2
"-42",-24
"-8",25
"-25",17
5,32
17,29
"-25",-39
"-38",-10
39,25
"-2",-45
"-32",11
"-6",-50
"-15",-49
12,26
"-6",25
36,20
46,33
6,-51
"-41",-17
41,-7
"-20",23
15,-49
9,7
33,11
"-37",1
2,-50
"-15",-50
26,19
28,11
"-6",-50
24,17
"-20",14
17,31
12,27
34,6
"-19",24
6,27
"-38",-2
39,-21
2,-51
5,-44
38,17
38,1
18,7
34,-30
37,3
"-30",10
32,-23
"-2",29
"-31",9
32,18
34,-20
11,-49
1,20
44,-6
"-26",-32
"-32",-14
"-25",18
28,16
25,15
37,-26
21,7
"-26",-34
"-9",26
"-5",25
"-7",-50
"-25",14
16,29
"-15",24
9,27
11,-45
"-16",21
7,13
7,8
17,-42
"-8",-49
"-24",14
"-2",-52
35,-27
"-38",-26
"-20",-45
35,4
"-4",27
32,17
2,-47
"-1",16
3,21
39,-18
8,27
"-31",9
"-26",17
"-23",14
"-38",-22
27,2
"-23",-36
26,4
40,-10
17,-46
20,20
"-42",-4
27,15
20,1
23,1
42,0
"-26",-39
46,32
"-3",-43
"-17",23
33,-27
22,0
1,-46
"-23",17
2,19
"-34",-14
"-6",-47
"-31",11
"-26",-36
25,-36
38,27
44,-7
"-39",-17
"-39",-4
10,28
"-20",-37
"-35",-28
14,-51
"-21",16
"-21",-35
22,-35
"-31",12
36,18
"-24",16
18,2
"-3",28
16,-2
38,-18
9,-48
"-18",-41
"-26",14
11,9
"-16",25
25,18
23,15
"-30",-35
43,-9
34,-22
"-23",-33
11,12
10,8
22,3
28,2
39,4
"-35",-30
"-39",-17
0,-50
28,-32
5,11
"-2",25
35,13
11,24
"-41",-3
"-28",14
26,-35
"-26",14
"-6",28
5,20
19,0
28,-33
"-4",27
39,-22
"-37",-20
14,-42
31,18
"-2",16
"-39",-11
"-15",21
"-41",-26
24,6
20,7
42,24
35,12
39,-14
14,10
"-37",-22
40,-14
20,-38
"-16",-49
"-28",-28
0,23
"-24",-37
34,1
31,-36
12,6
7,-49
"-10",32
16,24
24,15
11,27
42,1
"-39",-16
"-40",-1
0,-48
0,26
"-28",-31
3,28
"-16",22
25,17
42,-18
4,-43
16,-43
4,24
"-29",14
"-16",-43
7,11
38,-22
21,-32
"-38",-23
"-17",22
"-15",28
22,-40
39,27
39,-8
"-13",27
"-14",-49
15,6
"-37",-1
"-27",-30
"-40",-9
20,9
10,28
39,-17
28,20
41,30
34,6
"-35",-12
"-20",14
"-15",-47
19,29
38,-21
24,15
25,10
42,-11
15,-47
34,14
24,-35
"-39",-20
"-5",-48
13,-42
23,-40
3,34
24,-32
39,-14
5,29
27,28
21,5
43,1
"-19",-44
"-19",21
"-2",-49
31,17
13,-48
18,25
"-35",5
"-37",-10
29,3
21,24
"-39",-17
41,22
"-10",23
"-14",23
"-12",26
"-11",22
19,8
1,25
"-31",-30
15,-41
19,29
39,24
14,30
9,27
"-26",16
41,-18
"-9",-52
"-39",1
10,-51
25,20
15,-47
35,15
14,-49
13,5
22,-30
28,9
44,-17
19,1
31,14
27,5
23,25
45,29
"-4",-50
35,-24
36,7
"-5",-45
"-28",-32
"-37",-27
3,-51
"-1",27
10,26
26,-32
"-6",24
"-37",3
"-15",-52
39,-10
1,33
17,-45
34,-23
"-21",-44
45,25
4,31
"-34",9
10,-45
18,26
28,7
43,25
"-1",-48
"-36",-1
42,2
"-41",-13
"-13",-50
30,-34
2,17
"-8",-51
38,-6
"-13",-47
16,-41
22,5
"-37",-19
17,-3
15,27
12,30
39,-20
"-11",24
15,5
"-2",31
29,0
33,16
"-9",-47
"-30",8
12,-44
42,27
2,9
43,-16
26,10
25,-35
45,-2
"-6",-49
"-2",-50
25,-37
"-3",-50
42,-9
"-5",-48
25,4
11,33
18,24
28,0
22,3
14,-46
"-1",26
11,6
46,32
"-20",22
"-23",-40
"-7",30
"-13",-46
25,27
24,16
27,7
"-31",-32
"-22",-38
3,27
"-6",30
"-13",23
25,-36
10,-44
43,26
"-20",22
6,14
36,21
"-34",8
"-5",-51
16,-41
15,-43
45,-11
25,-33
17,-1
44,-11
19,-37
"-38",-25
"-4",-48
43,-18
39,21
31,-31
"-39",-20
22,9
31,20
35,-29
30,11
7,28
"-1",-50
0,-47
22,-41
26,20
"-12",-49
36,-27
30,-27
22,3
"-41",-4
29,14
"-5",25
10,-50
38,24
3,-48
"-38",-24
15,-43
34,16
25,-31
"-4",28
"-37",-30
41,7
"-32",13
"-29",-30
40,-22
8,11
"-36",-29
40,1
13,7
40,22
"-32",-13
"-30",12
4,-42
43,-10
"-41",-16
29,13
27,30
42,-14
"-15",25
17,10
17,-1
4,26
14,-45
"-25",-33
"-33",10
41,0
26,-32
35,7
24,19
14,-40
30,10
"-42",-14
11,-45
9,33
32,16
"-41",-15
3,-47
24,9
24,22
"-10",-53
33,0
41,-6
"-4",-51
9,32
34,16
"-7",31
"-6",-43
"-7",22
22,21
18,11
42,1
28,-32
18,10
37,12
45,-15
"-9",31
34,-30
"-31",-27
19,2
"-9",-52
18,2
4,34
"-9",30
5,-49
"-39",-8
"-4",-51
"-29",9
"-39",-12
7,10
37,5
9,7
43,-15
24,-37
45,-9
27,8
"-40",-28
12,25
"-2",28
31,9
38,-26
22,22
"-11",-50
8,28
19,-41
"-34",2
0,-48
15,29
"-17",-41
"-16",19
"-41",-12
25,15
"-39",-23
6,-50
"-35",-5
43,-13
"-27",11
10,25
8,12
18,27
3,25
"-40",-14
"-23",19
6,34
21,-37
"-39",-19
"-35",9
47,34
"-42",-15
"-22",-38
36,-24
"-11",28
"-7",23
"-34",-25
"-15",24
3,30
14,5
"-6",-50
"-8",28
23,22
20,8
19,23
"-40",-19
"-36",-25
42,-17
2,28
34,-32
"-17",26
21,21
35,4
18,1
"-41",-14
"-35",1
"-22",-36
44,-11
"-3",-52
"-5",-50
"-23",17
"-2",-49
18,27
"-15",29
11,35
17,-46
19,-47
20,-1
41,-1
"-16",-50
"-14",-50
15,0
"-15",26
44,3
39,23
30,11
9,27
38,-18
2,-46
22,22
"-18",22
11,-47
30,-34
30,1
34,11
"-17",21
"-27",13
26,-33
"-33",6
44,23
35,-25
3,28
"-38",3
42,-15
43,23
"-9",-54
24,20
38,19
"-8",29
"-27",-32
"-17",-42
31,2
11,30
"-25",8
"-15",23
7,14
22,-39
"-25",-34
"-36",-22
21,24
13,-44
"-15",22
"-33",-15
38,3
"-29",-35
26,12
21,23
"-39",-3
26,7
"-40",-20
"-15",25
11,-46
"-25",-39
5,-52
19,26
"-39",-25
"-43",-15
"-9",-47
"-14",30
31,-27
"-41",-19
10,29
41,-14
24,23
"-26",-37
7,28
"-13",-48
37,-27
26,2
21,-40
24,19
7,31
43,27
28,-34
21,0
35,-32
31,1
44,-20
38,3
18,9
3,18
9,28
6,29
"-34",9
42,-8
"-12",-44
"-32",7
"-29",5
12,25
18,6
11,11
21,6
9,4
0,-43
"-32",12
36,21
27,12
17,25
37,-24
"-8",24
40,21
35,-25
41,-20
23,6
"-22",-36
40,-9
8,7
44,1
8,25
27,18
"-12",24
35,21
"-26",14
"-31",-28
"-38",7
"-41",-9
43,-19
3,-49
20,-1
31,-29
"-34",-26
"-40",1
"-5",32
27,14
43,-10
25,7
"-14",-49
3,32
38,5
0,27
"-31",11
29,15
25,27
"-12",-45
16,-49
"-16",24
"-13",-45
"-25",13
"-39",-15
6,29
38,20
9,9
25,20
21,14
31,-33
"-6",-54
43,4
11,-47
37,-26
26,0
"-37",-4
"-2",23
"-1",31
"-37",-11
"-19",22
"-8",-51
14,12
36,5
43,-9
19,28
4,12
10,5
3,19
"-9",27
"-8",24
12,-48
"-31",-33
29,16
12,-42
30,11
"-38",-12
44,-1
13,24
3,11
22,2
"-1",16
"-15",-51
21,-39
"-38",-1
"-41",-7
"-25",15
10,-44
35,-26
40,1
"-1",-42
"-35",-19
20,26
20,12
24,-33
"-30",-30
"-38",-20
"-18",13
34,12
3,-49
31,2
"-13",-47
9,25
"-41",2
41,-4
"-31",-34
28,15
"-35",-11
25,-38
"-34",7
8,12
12,7
"-42",-4
"-25",16
20,0
8,-47
43,24
15,-46
"-41",0
"-40",-18
"-33",-29
39,-15
"-36",6
13,-50
"-26",-31
39,-5
"-20",22
9,33
37,24
16,6
"-16",23
5,19
"-35",-31
7,8
"-33",8
"-38",-27
36,-26
14,4
38,0
25,5
"-13",-50
"-33",-8
"-42",-24
"-35",-10
17,-1
"-41",-11
50,29
4,29
"-28",11
10,30
45,31
50,36
"-31",-32
"-1",-47
20,-40
30,-1
42,-14
"-40",-22
"-15",27
39,23
"-6",-51
47,33
11,27
34,-28
8,-47
"-14",-43
"-27",8
36,-19
"-22",16
15,-42
5,27
36,-24
25,-34
24,16
41,-10
"-14",21
"-34",0
47,36
"-18",20
38,-26
"-35",5
"-40",-29
32,-26
33,17
26,16
28,-38
"-18",-45
35,13
35,21
23,-39
3,33
"-2",-51
46,29
24,8
"-15",-39
26,1
38,-24
"-17",-41
"-21",-40
"-10",-52
"-16",24
"-16",-39
31,-36
"-35",-29
5,-48
"-21",-37
14,27
13,-46
32,12
20,7
"-10",31
22,23
"-5",32
32,9
25,18
"-41",-19
29,-1
"-15",22
"-8",-49
"-29",-35
9,17
"-11",-51
33,15
"-25",-40
3,23
"-30",-32
"-28",-32
6,11
"-17",22
"-9",-49
3,9
"-11",31
"-29",12
"-35",-4
"-27",-32
"-37",0
"-11",25
"-38",-19
38,12
"-38",-10
5,26
6,30
"-14",-50
"-36",-30
45,-3
"-8",-48
21,-41
35,-28
35,4
8,32
17,26
25,0
34,19
43,-19
2,10
"-27",-41
35,-28
36,-23
"-37",2
"-32",-34
"-20",17
"-29",12
"-39",-4
44,1
"-26",-32
32,0
"-23",14
"-16",20
34,-26
"-36",-11
"-42",-5
"-27",12
23,20
"-30",13
43,-13
22,8
"-38",-12
1,27
39,17
9,13
37,-27
41,2
"-24",19
"-37",-13
39,6
"-20",17
"-19",-43
21,28
40,-20
"-30",-30
33,12
24,-38
50,38
15,-44
"-18",22
2,30
"-15",-45
39,0
18,-38
"-38",-14
"-28",13
"-39",-24
"-34",-17
18,0
31,-30
32,-27
"-1",27
27,2
"-39",1
"-11",-49
"-36",-2
10,28
"-3",23
16,24
"-38",-9
"-40",-19
21,20
20,20
"-10",26
0,-51
5,-51
42,-15
25,-37
11,30
23,-39
"-40",-24
"-6",24
34,-24
"-30",-31
44,0
45,29
"-37",-2
23,-37
"-32",6
0,17
43,28
0,31
17,12
27,3
"-35",-14
11,-44
11,3
26,3
23,1
"-37",-18
"-38",-2
35,-25
"-27",15
30,4
31,-28
40,-20
"-37",-8
"-9",24
"-11",-48
8,-45
43,-6
16,30
36,-25
13,27
"-31",-26
24,11
"-15",21
50,34
"-19",17
38,-25
12,-44
"-10",-46
3,18
"-33",-27
"-37",0
12,27
"-4",27
"-40",-21
"-13",-52
25,16
4,15
"-36",-29
21,30
23,-39
5,-47
"-28",-36
23,-38
42,-5
24,-34
47,30
35,18
"-42",-15
11,11
"-20",20
39,23
"-31",-31
27,1
5,-46
6,-44
"-33",-6
"-37",1
7,9
38,19
43,-11
26,-36
4,-44
15,2
30,18
45,-12
"-9",30
7,24
1,16
"-24",-40
39,20
28,3
"-29",9
9,28
7,11
"-34",-27
"-10",22
"-33",-30
30,-30
28,4
43,0
38,10
15,4
25,-33
26,5
12,-47
20,23
"-10",30
"-17",22
3,29
7,-50
"-33",6
9,34
37,1
7,-46
"-3",-49
42,6
40,-17
"-32",-26
41,-14
37,18
21,25
0,13
29,9
20,0
16,27
21,-40
"-35",-29
41,2
"-33",-29
44,-14
39,26
42,28
"-18",-42
43,4
25,1
12,26
21,4
"-14",22
4,16
"-4",-52
"-28",-33
"-4",-49
"-25",-40
9,29
6,-49
37,17
16,-39
10,12
7,17
5,-45
35,5
42,-18
26,-39
43,-19
5,-51
"-28",-31
6,18
"-38",-9
31,0
40,-2
9,13
4,11
"-38",-18
26,18
"-8",-52
27,5
10,5
22,3
7,-46
10,5
"-18",-46
25,3
29,14
41,-7
43,-20
22,-1
"-15",22
"-13",-49
11,-43
40,-9
"-40",-17
28,3
39,6
44,-14
"-37",-2
"-35",-28
18,26
"-41",-9
"-23",-38
0,28
20,30
"-9",27
24,25
"-12",24
"-40",1
38,1
"-26",12
"-5",29
40,5
38,26
"-24",17
39,2
26,-37
23,1
43,-2
"-37",-16
43,-15
"-1",-48
"-33",7
"-36",2
37,-18
4,21
37,-23
"-29",-30
6,12
40,-15
"-37",-17
0,-47
"-12",-51
"-34",-10
"-36",-17
15,1
"-13",-46
14,-50
"-9",26
"-32",11
35,-22
11,-49
"-26",-33
28,5
"-37",-19
37,23
45,-15
36,-28
41,-5
"-38",-15
15,26
10,-50
"-35",7
21,24
32,0
25,10
37,15
15,2
38,22
"-27",-32
"-8",-50
"-35",-9
2,23
"-14",25
"-32",-25
19,0
"-33",1
"-14",-51
37,-28
19,19
19,0
9,31
14,33
"-38",-8
8,13
"-20",14
33,13
5,25
10,9
"-20",-35
"-17",20
"-15",27
"-34",3
3,25
"-26",-40
23,25
36,16
"-31",-27
46,-1
"-26",-36
"-15",-42
"-17",22
44,-16
26,27
13,-43
"-24",-37
"-35",-27
34,3
"-32",-29
"-36",-11
19,1
"-25",15
37,22
35,10
15,-42
13,-45
"-38",-17
"-26",-39
"-29",-33
16,-4
18,21
40,27
42,-17
28,14
43,-8
34,-24
39,-1
"-4",-52
13,9
12,-44
33,19
33,11
38,24
"-11",28
10,13
21,0
"-37",5
6,-45
42,-6
"-17",-45
41,2
"-32",10
44,-15
"-33",-25
35,-24
"-31",-28
4,26
"-9",26
17,2
"-16",-43
25,5
"-15",-40
"-36",-12
7,12
6,19
"-37",-14
"-35",-31
"-39",-1
30,16
43,28
24,19
9,-50
"-1",13
5,-51
1,18
36,-22
46,-19
24,11
15,3
33,14
"-22",13
"-24",13
"-9",-49
"-12",25
1,-50
"-26",-35
"-12",24
"-39",-21
"-1",23
"-40",-5
"-9",29
"-1",-48
42,23
"-2",-45
"-37",3
"-39",0
"-39",-18
"-34",-11
"-42",-26
"-29",9
"-19",-38
41,-16
"-41",2
"-26",11
43,29
37,8
4,-50
22,9
22,4
27,-32
41,21
28,2
"-34",7
"-1",18
"-16",-50
0,30
"-1",29
19,1
"-11",28
42,3
3,31
"-38",-3
34,5
"-7",-53
24,-33
"-40",-9
3,11
"-8",-49
36,4
"-35",-9
22,-33
0,18
40,-24
"-14",-44
"-36",-11
5,31
4,27
43,-20
43,0
"-39",5
"-12",20
"-31",6
"-30",6
"-10",-47
25,18
"-7",-46
34,-27
"-27",-31
"-10",-47
29,-32
4,14
"-12",32
"-42",-27
"-2",-50
"-28",-34
5,12
"-10",-48
36,3
28,-36
"-7",-47
"-7",-51
"-9",-50
42,-1
15,-42
40,28
"-3",-52
44,29
"-38",0
"-24",17
5,9
"-43",-18
"-31",5
"-13",26
17,24
26,11
22,-32
23,4
25,-38
"-35",0
5,15
"-5",27
19,-1
"-38",-16
"-35",-30
18,-39
"-2",26
24,-33
"-15",30
45,29
"-13",28
"-10",-53
21,-38
38,-3
25,16
23,28
"-31",10
"-28",8
"-28",12
"-10",-49
47,34
"-20",14
24,26
20,9
38,15
3,-48
35,0
20,3
38,25
24,14
"-13",-45
"-16",-48
33,-23
34,19
"-11",20
28,-2
"-33",9
13,7
44,-3
23,7
16,26
"-22",-45
"-36",-31
8,6
15,-2
41,-18
44,29
"-12",25
"-37",-7
30,4
29,3
40,-21
45,32
10,33
"-24",14
"-25",-39
29,1
13,32
22,-38
8,31
22,25
"-35",-15
0,16
31,6
36,20
"-7",-47
"-38",-19
40,20
33,3
38,-2
38,2
7,10
"-29",-34
"-19",22
34,4
39,2
"-14",28
13,30
26,11
28,18
"-24",-36
4,24
"-28",-28
15,28
39,-5
15,32
"-37",-12
"-44",-23
22,24
20,-2
38,26
"-5",24
"-29",-27
24,8
"-19",-40
33,-28
30,-29
4,-46
"-1",-51
40,-6
33,17
"-32",13
0,-47
37,20
20,-34
39,1
37,-26
"-21",-36
25,9
20,28
42,-12
27,13
"-39",-13
27,-35
"-36",7
40,-2
6,-48
1,18
29,-2
48,33
34,-26
"-6",33
24,-36
21,12
2,-49
40,-5
"-17",24
32,16
29,1
18,30
"-40",-13
16,12
41,27
20,4
45,-1
"-1",16
44,-11
"-32",-31
"-31",-30
"-14",28
26,12
36,23
"-36",-7
17,30
38,-17
"-18",-45
"-4",26
"-29",10
25,9
"-38",-24
3,-51
24,-33
10,6
3,32
12,31
0,24
24,1
3,10
"-35",-2
45,-10
"-26",12
40,-20
31,18
2,18
21,26
10,27
32,-31
"-11",23
24,24
3,27
"-5",26
23,4
25,13
12,28
23,-35
"-16",27
"-34",-29
26,13
18,23
21,12
2,18
"-35",-3
41,4
24,27
33,-31
18,11
"-41",-20
"-26",12
39,27
"-21",21
43,-9
41,-15
15,-47
14,6
5,-51
40,-10
0,-51
38,2
17,1
31,0
"-34",7
"-14",28
20,2
"-27",-35
"-23",13
38,-16
35,6
23,18
21,4
12,-45
9,4
"-27",-37
16,7
31,13
40,0
"-31",12
"-23",18
8,-43
7,10
"-14",-47
"-14",-42
21,2
2,-46
11,-48
0,14
"-43",-22
"-41",-6
23,-32
"-35",-10
"-18",23
14,-48
"-36",-16
14,-43
10,-44
34,13
12,-51
"-41",-15
11,31
"-40",-20
18,-46
"-24",-38
"-4",26
"-11",25
1,26
6,-48
20,23
40,23
29,-2
16,-45
"-14",-46
41,-18
25,24
13,26
"-32",10
"-21",18
25,-36
"-6",-51
"-4",26
"-21",-38
"-25",-36
"-36",-24
36,22
39,-6
30,4
"-18",24
8,6
"-40",0
"-38",1
17,-43
"-38",-23
"-14",25
28,5
14,29
40,-21
"-26",10
35,17
45,0
34,9
"-5",-46
15,-42
"-7",-44
9,-49
6,12
"-28",-30
16,-1
23,-33
34,1
24,19
35,17
40,-11
37,-15
34,16
43,2
4,28
"-34",8
"-3",-50
2,17
32,-25
11,9
14,32
2,-48
"-29",-31
23,16
0,30
32,-29
"-1",-46
45,-10
"-26",-32
28,-31
38,7
"-34",-5
15,-45
35,7
41,-21
"-21",-45
"-7",25
20,21
10,31
"-41",-17
"-41",-27
36,-27
32,17
"-37",-18
"-34",-2
"-9",-45
"-31",6
39,5
"-29",10
29,9
"-10",-48
"-23",-39
34,18
39,3
31,5
40,20
28,3
6,28
7,-48
40,17
1,-48
29,-35
"-19",-42
22,5
"-26",-35
26,15
40,0
30,18
"-15",22
19,19
"-18",-46
14,-41
30,-26
3,13
33,-28
41,6
44,-17
11,5
"-39",-27
4,29
5,-47
"-2",27
"-22",14
44,-19
13,-45
14,-44
22,7
11,6
15,25
"-10",25
"-39",-16
8,-49
45,-19
38,-1
"-15",27
1,26
"-3",-46
"-33",-28
"-39",-27
41,-3
37,-31
"-27",9
38,5
3,25
35,9
"-35",-10
22,20
39,28
"-12",-47
4,32
"-34",6
"-10",25
9,26
"-33",11
"-14",18
35,0
"-13",29
"-2",27
"-14",-45
42,26
42,-21
"-4",29
20,27
"-37",-8
"-21",19
3,-50
"-18",21
19,-39
24,6
"-39",2
"-1",14
42,-10
20,26
"-13",-49
4,29
"-4",25
16,28
15,-45
9,-49
36,-24
"-2",-51
14,28
"-40",-26
40,26
18,29
36,-28
30,14
"-13",18
27,6
18,22
39,1
10,26
"-33",12
40,24
44,-5
"-17",23
"-30",7
34,-31
24,-40
15,27
35,16
"-40",-15
"-17",27
"-15",-51
"-4",-47
33,-28
18,26
"-15",-52
11,27
28,-3
10,29
"-36",-10
"-30",7
"-3",-51
"-8",23
31,-26
15,-43
"-39",-18
9,23
"-28",12
29,18
4,28
39,4
41,24
23,19
"-2",17
34,13
21,23
5,31
28,1
14,32
"-7",32
7,-52
"-30",-34
21,9
4,-50
43,-21
13,5
"-18",-42
31,1
30,18
"-11",26
5,18
18,28
"-32",12
37,5
"-12",-43
"-34",-30
"-1",27
37,7
"-4",-49
"-19",23
"-5",-47
28,8
42,-21
11,5
"-39",-26
31,11
38,-16
40,-13
43,24
"-31",7
46,34
"-25",12
22,-36
"-39",-14
13,27
"-43",-23
41,-18
"-2",27
"-17",-41
45,-2
24,8
"-30",12
32,14
40,-16
28,10
"-1",28
14,31
31,-34
25,-36
36,6
41,-16
"-37",2
"-8",27
23,19
41,0
"-35",-16
22,2
"-14",22
1,25
32,-27
"-37",-3
37,6
12,-48
34,2
"-5",28
21,3
24,12
"-36",-15
"-16",19
44,31
"-13",-48
"-11",26
"-36",-28
28,5
41,-11
"-26",16
21,-38
"-17",-46
"-4",28
"-2",-50
27,-32
"-40",-5
9,11
23,2
"-26",12
11,28
"-21",-38
"-16",20
"-31",12
42,23
"-5",-44
13,32
8,29
42,-1
44,-2
0,-48
19,6
18,32
"-36",12
27,-34
"-40",-10
23,11
"-35",-7
16,28
37,20
16,28
"-10",29
"-9",29
"-42",-14
24,5
39,-15
35,12
"-29",13
"-10",-51
39,-4
29,-35
"-13",24
33,8
43,-8
31,-28
39,-3
48,32
"-7",24
18,12
"-28",-35
"-39",-1
32,-29
8,13
"-28",9
41,0
16,2
"-19",-45
40,-7
45,-4
45,-3
"-37",-14
40,-22
28,4
4,-49
"-38",-11
"-38",-21
"-33",11
7,14
29,3
"-1",28
8,8
26,19
41,25
40,2
"-17",-40
"-31",-30
"-8",31
"-13",-48
33,13
"-3",27
9,17
28,1
19,12
37,-26
39,0
33,-29
42,1
32,2
"-16",-50
6,11
26,11
"-4",-47
1,22
20,3
"-1",29
"-37",-22
"-40",0
"-39",-16
40,26
35,23
"-42",-15
"-31",11
18,10
"-9",-50
"-15",19
"-3",24
"-10",-47
42,-5
14,1
43,1
8,22
"-37",-10
"-5",-49
18,-40
32,-1
10,24
19,18
31,-25
0,15
17,4
"-39",-10
20,4
19,-2
