x,y
"-40",-13
"-24",15
"-29",8
"-37",-10
15,-46
12,-46
11,-45
15,3
"-33",-12
"-30",13
"-38",-15
"-39",5
3,28
38,-22
2,18
"-38",-22
18,12
24,20
"-13",18
27,4
46,-19
"-38",-18
20,7
"-34",-25
"-31",9
"-37",-27
21,-32
40,20
"-38",-1
"-30",4
"-15",27
"-35",-9
31,-26
37,20
"-18",23
"-11",26
21,4
25,7
"-15",-45
34,4
39,27
"-38",-26
37,12
40,2
9,7
18,2
"-41",-10
"-24",-36
24,6
6,18
"-20",14
20,13
"-15",-51
3,9
"-27",-37
21,12
19,12
13,33
4,-44
38,15
25,0
16,-43
21,25
"-21",-45
"-32",-31
"-14",23
17,4
39,28
25,10
43,-18
37,22
"-6",-49
"-30",8
20,28
6,10
"-32",-26
"-14",25
13,7
19,-1
"-31",7
"-39",-23
"-22",-35
41,-1
"-19",21
"-39",-24
3,30
"-10",31
14,-51
"-20",24
"-12",-49
45,-11
16,7
7,24
4,25
"-17",-42
40,5
"-10",-47
41,-8
"-30",7
38,10
26,-34
"-25",13
17,-44
3,-48
26,17
30,-26
21,24
14,29
11,30
"-15",-42
24,-32
"-15",-48
"-2",26
39,-2
31,-34
12,-47
31,-29
28,14
"-14",-52
"-37",-28
"-28",-28
"-37",-18
0,-43
37,-3
20,-36
36,18
44,3
"-2",24
"-37",3
42,26
21,5
22,4
16,-3
22,-39
1,-47
7,-49
5,-48
"-33",-8
44,-19
13,-44
6,28
29,14
19,1
43,-3
"-17",-38
5,-45
"-14",-43
"-4",-50
22,25
"-28",8
"-9",27
26,20
15,9
21,22
44,-17
"-5",25
5,-44
31,20
6,11
35,-22
"-7",-43
0,-47
"-37",-16
21,21
"-34",1
"-10",26
40,-7
0,19
41,-15
8,31
25,-37
42,-17
24,-36
28,-31
45,-3
39,20
45,29
"-11",28
14,-46
42,-19
40,22
36,21
"-28",12
"-16",-46
"-30",-31
2,-50
"-37",-5
34,-31
"-32",-29
28,8
32,-1
"-6",-47
26,5
"-26",12
39,1
"-26",-35
26,13
"-16",20
"-7",25
19,28
12,-48
6,-51
21,-39
18,7
"-36",7
10,5
23,-40
27,10
23,18
"-41",-7
"-41",-11
43,27
26,-33
16,-1
"-14",-42
41,-10
"-15",21
30,0
"-23",-33
35,13
"-32",-13
0,-48
43,-4
26,11
31,-27
36,22
12,9
"-12",25
17,29
"-26",-39
17,10
21,20
43,-14
37,8
47,33
"-10",27
"-29",-27
38,-8
5,15
38,-19
22,-30
34,-27
"-22",13
"-42",-5
40,17
9,-49
38,-18
"-12",-43
9,26
13,-46
"-37",-4
37,3
"-29",13
25,-34
"-27",15
"-25",-35
"-29",-33
"-14",-44
19,18
24,19
4,-49
"-36",-29
12,-49
"-23",-39
5,32
35,22
38,24
"-42",-14
"-16",-43
24,12
23,-36
35,-24
46,-1
"-35",-2
26,2
41,1
14,-48
34,11
"-40",-20
28,17
"-26",-34
"-21",18
"-4",28
"-16",23
34,15
3,-45
43,20
33,-28
"-19",17
17,26
"-10",-49
"-35",-4
"-11",24
"-34",6
21,28
0,28
34,-30
8,10
32,-30
35,0
39,6
13,-48
"-38",3
"-25",-31
42,6
23,-37
"-24",13
39,-4
27,30
38,7
"-23",19
"-34",7
"-36",-30
30,14
34,-26
24,15
30,-27
19,0
22,2
"-27",-28
41,30
"-13",-52
"-13",28
23,19
23,9
"-14",-45
45,25
"-13",29
2,-46
"-41",-27
35,23
1,-49
27,17
29,0
39,-19
"-14",24
"-2",-44
13,-43
15,-44
42,3
"-36",2
40,-9
22,8
"-3",28
0,-51
43,-6
37,9
37,15
"-35",-15
"-30",-30
22,-37
0,-49
"-34",8
5,-51
"-9",31
31,14
27,5
18,29
42,28
4,-42
40,-13
"-2",16
24,-33
10,11
8,8
19,6
4,26
45,-15
8,-43
"-12",-51
37,-18
18,-40
"-34",-14
48,33
1,22
27,14
44,-18
2,22
11,12
32,-26
25,-33
30,-29
10,26
36,6
4,29
"-31",8
3,21
"-3",-51
"-33",12
21,2
"-35",-16
"-34",-4
"-39",-12
20,5
49,30
33,-31
"-42",-15
"-16",24
"-30",-33
28,1
"-16",25
"-6",-51
23,25
"-27",-34
7,8
"-35",-5
22,20
23,28
2,-47
"-12",-48
"-38",-27
35,-32
24,26
27,-34
32,-23
45,-9
14,10
"-39",-18
18,10
"-33",-31
"-10",-52
45,-12
22,-32
"-3",-46
12,-51
2,28
46,34
39,-23
5,11
29,-31
40,-10
"-9",-49
"-25",-29
"-31",-34
"-7",-53
"-8",30
42,-18
"-40",-1
14,26
"-12",-44
32,9
"-40",-19
24,27
21,-37
"-40",-10
5,27
22,-34
7,14
"-12",-50
39,-11
19,23
10,-51
23,-33
30,4
16,-39
"-40",-26
"-24",-40
22,-36
34,-29
"-19",-44
39,-6
24,-35
16,6
41,6
9,9
7,-46
16,27
46,32
"-9",-45
1,-45
7,9
43,-15
"-27",8
5,10
"-40",-25
41,-17
28,2
34,-20
"-33",7
11,11
"-13",24
"-37",-14
"-4",-51
"-9",-50
39,-10
"-13",-45
16,2
30,5
"-29",10
"-14",-48
"-39",-14
42,-11
32,13
"-25",-39
10,-45
36,11
47,32
31,13
"-7",23
"-33",-27
32,18
45,-4
"-15",25
33,13
43,-10
31,11
33,19
23,3
2,19
11,-44
0,24
"-20",-37
"-36",-10
25,4
"-15",-50
20,-38
"-23",17
"-39",-19
2,23
22,9
35,-25
"-18",19
50,38
16,-47
"-3",-49
"-35",5
"-32",13
14,-49
5,-47
24,-40
14,12
45,26
6,19
"-4",27
"-38",-25
16,-41
"-37",-11
"-27",7
21,14
38,19
19,9
40,-19
"-36",-17
"-34",-5
20,22
14,27
31,-33
"-25",14
"-5",27
32,2
19,-41
"-41",-21
"-37",1
"-26",17
44,0
18,24
21,1
40,-15
45,-16
50,36
"-29",-34
26,21
"-31",-31
"-40",-24
8,12
25,25
18,11
"-27",-35
4,-46
0,13
2,17
42,23
38,-2
7,-48
17,-2
38,-26
9,4
16,-42
9,31
44,1
44,30
"-4",24
13,30
40,-3
"-36",6
3,20
"-41",-4
"-34",2
41,0
"-35",-27
"-11",23
"-43",-23
12,31
21,-41
42,-13
32,-27
4,14
"-28",9
23,1
4,16
"-13",-47
15,2
43,-9
"-7",-47
6,-45
14,-40
"-14",21
8,32
20,23
"-12",26
29,3
34,14
34,19
22,23
0,14
"-26",11
36,4
"-41",-9
40,28
35,4
34,3
"-40",-29
"-11",30
11,5
40,-16
29,16
21,7
11,28
35,3
39,4
"-38",-20
"-22",18
2,25
18,30
43,23
"-25",16
"-8",-50
"-30",-35
8,33
25,2
30,11
31,-23
44,-15
26,-35
41,-4
"-40",-17
45,30
37,1
18,22
"-43",-18
4,32
42,-15
"-33",-28
"-1",-48
12,6
12,26
41,21
33,8
"-17",24
"-37",6
41,-7
"-12",32
9,-48
"-34",-2
"-17",-44
"-35",1
19,27
"-22",-36
25,1
"-25",18
39,-15
29,13
31,1
30,-30
"-17",23
"-14",-50
1,-50
"-15",-44
36,-24
"-1",31
33,12
42,-16
"-5",29
23,4
27,28
"-37",-30
"-6",24
12,7
5,9
6,9
19,29
17,-45
"-42",-26
43,-16
16,-2
10,6
9,32
15,-49
"-39",-25
"-17",-46
36,-25
"-28",-34
"-36",-15
"-2",23
9,6
49,33
34,18
34,17
28,-38
"-39",-11
7,17
24,14
18,25
6,12
15,26
1,16
42,-21
"-10",30
39,23
15,25
29,19
15,-47
24,17
38,20
"-19",-40
43,-11
6,34
"-7",-50
28,-3
21,8
"-16",-50
33,-23
39,0
"-36",-24
33,21
22,-40
26,-31
44,-11
17,3
"-13",-51
"-37",-12
41,-20
13,-50
14,6
4,34
"-26",-33
8,9
"-36",-22
"-12",-45
18,21
"-10",32
"-4",29
40,-5
40,-20
34,-22
39,25
23,20
35,21
"-16",27
"-33",-26
"-9",-47
8,11
"-13",26
9,33
"-41",-13
41,-3
"-33",1
"-21",-37
"-37",-8
"-23",-36
17,30
"-8",-51
"-37",-22
"-5",28
16,-4
20,9
3,18
"-18",21
39,2
"-33",6
"-30",6
"-23",-37
44,-10
45,-10
"-16",-39
24,24
36,-26
40,-22
24,-37
"-30",-32
41,-19
"-24",-28
43,-17
32,-25
37,7
15,0
8,29
41,4
3,-47
"-12",17
"-35",-19
35,15
3,25
43,-1
25,27
10,15
"-26",-32
43,0
"-25",9
"-7",22
"-35",-3
33,7
35,-26
"-9",29
"-11",31
"-1",-50
"-10",29
"-4",26
35,14
"-5",-51
33,1
2,30
5,31
14,-45
"-8",23
"-39",-13
"-1",29
38,0
"-10",22
40,-2
47,30
28,10
"-37",0
40,-6
44,29
39,-1
34,5
7,13
"-17",21
"-9",23
"-14",-53
"-21",-40
12,25
"-23",14
"-31",6
11,9
22,-1
45,-1
"-28",-35
"-40",-21
42,2
22,5
17,1
27,2
35,-29
14,-47
45,0
35,9
"-24",16
36,7
10,33
"-32",-25
46,29
"-40",-5
40,21
"-41",-6
"-20",21
29,1
"-2",-45
"-13",27
0,27
"-26",9
"-42",-19
3,29
37,24
"-41",-23
"-3",27
32,15
19,2
"-35",-29
7,27
41,-11
10,9
20,1
"-16",21
20,-34
27,7
"-3",23
23,-34
5,25
0,16
30,10
"-11",-49
"-2",31
44,-7
21,29
45,1
41,2
"-34",-29
48,35
18,-46
23,2
"-18",13
33,-27
4,18
"-36",-28
"-5",-50
"-7",-51
3,10
"-25",17
17,-43
37,-26
"-29",-35
"-25",15
"-36",-7
"-9",25
"-34",-11
"-17",20
37,21
44,-3
1,17
21,3
"-16",-48
10,-50
3,-49
"-37",-9
"-19",24
"-15",29
"-10",28
"-29",5
3,32
5,-52
"-10",-46
35,-20
"-15",31
24,22
9,29
"-2",25
3,11
13,27
"-41",-16
"-38",-10
17,-3
25,16
"-38",6
11,3
"-6",28
43,-8
2,20
42,27
41,-6
"-29",-30
12,-42
18,9
38,25
44,-16
14,32
5,-46
40,26
36,-23
"-39",-3
"-34",-30
20,8
33,2
48,30
"-8",28
"-42",-21
26,4
38,-17
35,-28
"-8",-48
"-14",30
28,16
45,-19
"-29",9
25,13
16,-49
29,15
40,24
26,-37
24,4
15,-42
"-6",26
"-38",-13
28,0
11,-46
"-31",12
"-23",15
17,23
38,-6
"-32",11
18,1
"-5",-46
14,8
32,14
"-22",-37
"-15",-49
"-16",14
"-41",-3
"-43",-4
"-5",32
26,3
23,13
39,17
28,5
"-39",-26
11,7
40,-17
"-40",-9
27,-32
28,18
1,-48
"-29",-32
42,-1
12,28
16,12
8,27
16,24
"-32",5
"-39",1
6,17
46,33
25,-36
"-38",-19
"-16",29
"-25",-34
"-17",27
"-32",-34
"-38",-9
"-25",-33
"-35",13
"-35",9
17,0
25,17
"-18",-42
14,33
29,-32
26,6
43,-13
26,0
38,17
24,23
"-13",-46
43,2
27,12
"-1",13
43,1
"-3",-50
"-8",-53
4,21
25,-31
41,3
18,26
38,-10
11,-43
"-2",-50
21,30
"-15",-40
21,-38
8,-49
"-2",28
"-7",-48
"-12",-47
17,12
"-37",-7
24,5
2,-48
"-28",-32
"-18",-41
25,22
21,9
0,18
4,11
24,25
38,-21
"-21",16
"-35",-14
"-12",24
40,25
35,16
28,-2
26,1
10,-44
38,5
37,-31
"-35",4
25,9
"-39",-10
43,-20
7,21
"-13",-50
"-20",-35
42,-5
"-41",-20
20,26
"-38",-14
"-11",20
15,1
"-2",-48
"-22",14
36,-27
0,29
2,31
8,13
17,32
39,-14
8,6
14,-43
5,29
46,22
15,-45
"-34",-26
"-3",-52
18,8
33,-22
44,23
"-7",28
11,27
32,0
"-4",-48
"-28",10
47,36
"-27",9
33,3
23,-38
"-6",-50
"-17",-45
2,-51
6,-50
33,-29
38,-24
31,6
22,22
"-37",-19
25,20
17,-46
25,3
31,-25
1,28
14,-50
"-13",-48
18,0
"-43",-22
25,14
1,27
"-9",-52
30,1
8,28
13,9
"-27",-31
"-7",-46
"-4",-47
14,-44
"-14",-51
"-26",-37
"-43",-15
10,24
39,-8
35,-30
"-20",23
32,17
"-1",23
29,17
"-34",0
17,-42
27,6
31,17
39,3
37,19
"-15",19
1,-46
50,29
8,25
35,10
13,26
28,-32
39,26
23,6
"-1",16
21,26
32,-31
38,-3
17,31
11,-48
"-6",-43
"-32",10
"-8",27
"-5",23
3,27
26,10
39,-18
"-9",24
40,1
"-32",12
"-14",20
"-17",-40
27,15
27,18
"-39",-17
"-27",12
"-37",-15
4,-48
"-28",14
"-6",-54
18,-2
24,-38
41,7
2,-49
"-6",30
22,-33
"-9",-51
36,-19
"-4",-49
"-39",-16
28,15
"-41",-19
14,5
"-36",8
"-19",-43
"-20",22
10,12
13,5
38,3
"-1",-47
"-9",26
26,27
5,19
11,31
38,-1
14,31
38,26
"-31",11
11,33
"-15",24
10,8
39,-21
"-21",21
30,18
"-35",-31
"-28",-36
"-33",-30
"-28",-31
6,27
10,28
"-21",19
"-18",-40
44,-6
8,-46
"-19",15
23,15
31,0
36,5
41,27
"-39",-4
"-16",-45
"-23",18
"-24",17
20,27
31,18
42,24
7,-52
"-21",-35
19,4
"-26",16
"-9",-54
42,-12
"-34",-10
42,-14
"-36",-11
"-32",-14
"-7",24
41,-14
"-39",-15
"-22",17
"-37",2
20,4
"-14",28
10,-48
34,13
8,-45
"-19",-38
42,1
8,7
48,32
"-18",-43
24,10
"-41",2
"-5",-49
"-31",10
18,-38
"-40",-22
23,-39
35,7
"-16",22
43,-19
"-37",5
10,-47
4,-47
"-38",-5
"-26",-31
45,27
"-19",-42
"-27",13
"-24",14
32,16
15,4
39,-22
"-33",-15
"-23",16
14,4
42,-8
"-18",-46
46,-11
43,-21
12,27
"-1",14
"-8",31
38,1
8,22
16,26
"-35",10
"-32",8
8,15
29,-1
"-14",19
25,-35
34,9
18,6
"-2",-46
39,-17
"-34",9
30,-28
15,29
"-10",-50
1,26
1,30
"-22",-45
37,-24
0,-46
"-38",0
35,6
"-42",-24
33,14
41,-5
38,12
42,0
25,-38
41,-21
32,-28
"-1",27
7,28
29,-2
"-44",-23
"-11",22
0,-50
26,-36
10,13
34,16
37,-27
37,17
"-39",-1
15,5
20,21
4,24
22,7
"-40",-28
4,-43
"-41",-5
40,0
"-19",22
41,24
50,34
"-15",-47
"-35",0
"-41",-15
31,-31
"-31",-28
"-36",-31
9,-50
7,11
21,-40
29,18
13,-45
38,2
32,10
44,-14
31,15
31,-28
"-29",14
17,25
"-37",-1
"-1",-46
20,2
3,23
"-39",-9
"-15",26
"-2",18
"-36",-2
"-26",18
"-35",-12
2,10
26,-32
"-39",0
"-35",-30
16,0
"-31",-32
28,9
0,17
29,-35
"-20",20
33,-25
35,20
7,-50
9,27
"-33",-29
39,-20
"-15",-52
"-27",11
7,12
"-15",28
"-31",5
40,-14
"-2",29
6,-49
"-27",-32
7,26
28,7
"-5",-48
"-17",26
37,-15
3,-51
39,-3
"-14",-49
23,16
"-26",-36
41,22
40,-21
"-27",-30
"-36",12
19,8
38,-16
19,7
"-10",25
20,-2
20,10
